cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1	dz2	dz3	dz4	dz5	dz6	dz7	dz8	dz9	dz10	dz11	dz12	dz13	dz14	dz15	dz16	dz17	dz18	dz19	dz20	dz21	dz22	dz23	dz24	dz25	dz26	dz27	dz28	dz29	dz30	dz31	dz32	dz33	dz34	dz35	dz36	dz37	dz38	dz39	dz40	dz41	dz42	dz43	dz44	dz45	dz46	dz47	dz48	dz49
22	1	73736	0	0.104646	0.10459	0.99454	0.994545	5.88674e-06	0.000237296	-0.000292668	-4.66513e-05	0.000233808	1.05739e-05	-0.000233843	-0.000186428	0.00030804	-0.000218885	-0.000228468	-0.000351021	-0.000188856	-6.33447e-05	0.000549047	0.000114123	0.000287793	0.00042643	-0.000289634	0.000347153	3.03843e-06	4.92643e-05	8.80041e-05	0.000265372	5.76061e-05	0.000344542	-0.000148024	-0.000230683	0.000502362	0.00033253	-0.000224074	4.83794e-05	-0.000145747	0.000340218	-0.000461392	0.000180875	-1.38723e-05	1.98021e-05	-7.74092e-05	7.34666e-05	-5.97255e-06	-0.00012874	0.000248322	-0.000243302	5.10943e-05	0.000614591	0.000170014	-6.64771e-05	7.75203e-05	0.000216925	1.7532e-06
22	1	74605	0	0.10459	0.104644	0.994545	0.99454	-5.6646e-06	0.00350182	-0.00301661	-0.000173741	-0.00212375	0.00116013	-0.0012501	-0.0017949	0.000911631	0.00209309	0.00129406	-0.00302824	-0.000184474	0.00181501	-0.000882685	-0.00142852	-0.00068843	0.00139483	0.00190222	-0.000812307	-0.00113199	0.000690896	-0.00333862	0.00155435	0.000793622	0.0018521	-0.000806081	0.000227437	-0.000889291	-0.00115232	0.00251997	0.00173644	-0.00157971	-0.000290643	-0.000984661	-0.0025663	-0.00076009	-0.00162365	-0.00143144	-0.000739188	-0.00444383	-0.00113416	-0.00366922	0.00145469	-0.00220108	-0.000601566	-0.000549148	0.000539781	0.000709873	-0.00169776	-2.91547e-05
22	2	5821	0	0.0959942	0.0959577	0.995403	0.995407	3.49762e-06	-4.22287e-05	0.000156072	1.08696e-05	9.81438e-08	0.000148831	2.59345e-05	3.89247e-05	-8.10082e-05	0.000136722	0.000174091	-4.18288e-05	0.000204392	-0.000375762	8.65102e-05	-6.28028e-05	-9.15611e-05	7.56877e-05	-4.32161e-05	-3.60977e-05	-9.57369e-05	0.000105742	-2.02722e-05	-0.00031808	-0.000217863	3.5312e-06	-5.13281e-05	3.21085e-05	-0.0001412	-8.68796e-05	-6.0005e-05	0.000120566	0.000128629	0.000133402	-0.000358127	-4.93544e-05	0.000100204	-0.00015646	3.28173e-05	0.000114966	0.000177105	-2.62928e-05	1.49032e-05	-4.96304e-05	-0.000271104	0.000323829	3.21433e-05	-7.32078e-05	-6.99365e-05	-5.57011e-05	-0.000271456
22	2	18992	0	0.0959577	0.0963271	0.995407	0.995371	-3.55149e-05	-0.000394193	-0.000145212	-6.0182e-06	0.00031869	7.99876e-05	-0.000192469	0.000471208	-0.000417435	-0.000104027	-0.000411087	0.000302487	6.73331e-06	0.00041046	-0.000590313	-0.00016763	-0.000350226	8.00177e-05	-0.000147121	-0.000108226	-0.000640519	0.00012493	6.03605e-05	0.000191908	0.000481263	-0.00010099	0.000140091	-0.00109368	-7.98759e-06	-0.000279721	0.000536527	-0.000137337	-0.000283035	-0.000184999	0.000789036	8.80612e-05	0.000126145	-0.000121039	-0.000791528	0.000515866	0.000350086	-0.000221237	-0.000322819	-0.000198107	-0.000305341	-0.000108818	-4.84713e-05	0.000141927	0.000106692	-0.000155949	0.000399354
22	2	37097	0	0.0963271	0.0986799	0.995371	0.995143	-0.000229378	0.00026423	-0.000751348	0.00116932	-0.00462663	0.000893676	0.000335142	-0.000663353	0.00228667	0.000343813	0.000428079	-0.00267915	-0.00206501	0.000670705	-0.00486063	-0.00192714	0.00308076	-0.000699752	0.00354693	-0.00295166	-0.00183398	0.000553538	0.000626551	-0.00128598	-0.00250993	-0.00241567	-0.000269569	0.00105587	-0.00222659	0.00238886	0.00377694	-0.00235536	0.00433421	-0.00112248	-0.00220832	0.00179322	0.000868988	-0.00221141	0.00189224	0.000201644	-0.00519479	-0.00156748	-0.00639736	-0.00361539	-0.000871594	0.00293657	-0.00298132	-0.00364966	-0.000452785	-0.000120881	0.00508048
22	2	40750	0	0.0986799	0.0957381	0.995143	0.995428	0.000286011	0.00240319	-0.00302027	-0.00281463	-0.000618949	-0.000637693	-0.00018258	-0.000453613	0.00121685	0.00230899	0.00466094	-0.00142649	0.000536358	0.00167826	-0.00191197	-0.0012421	0.00387249	0.00236774	0.000818539	0.000501327	0.0018505	0.000962335	-0.00178558	0.00469734	0.00211123	0.000871852	-0.000693653	-0.00579719	-0.00329233	0.00141833	0.00226787	0.001617	-0.00280932	-0.000268049	-0.000181291	-0.00256359	-0.000997336	0.0020534	-0.000943591	0.00131329	-0.00410233	-0.000388658	0.00208505	-0.000266934	-0.00211805	-0.000348792	-0.00470495	-0.00285334	-0.00358243	-0.00112658	0.0025726
22	2	45124	0	0.0957381	0.0980794	0.995428	0.995202	-0.000226867	0.00737696	0.0039132	-0.000549153	0.00117633	0.014557	0.00638506	0.00416902	0.00504098	-0.00465792	-0.00273086	-0.00333274	-0.00545742	-0.000495641	0.00187937	-0.00488307	0.00524076	-0.00541172	-0.00227197	0.00220497	-0.000107972	0.00619546	-0.00121743	0.00632318	0.00367679	0.00480136	-0.0130918	-0.0076698	-0.00231677	0.00390658	-0.00790349	0.0106281	-0.00174934	0.011227	-0.00508389	0.00150094	-0.00870072	0.000980558	-0.00616661	0.0066341	0.00968837	-0.000174295	0.00271837	0.000401781	0.00135509	-0.00113837	0.00233597	0.00587238	-0.00102327	0.00621214	-0.00212165
22	2	56496	0	0.0980794	0.0999719	0.995202	0.995015	-0.000187389	-0.00492761	-0.00634281	0.00236607	-0.00247606	0.00374991	0.00669746	-0.00152152	0.00579339	-0.00104372	0.0113249	-0.00471275	-0.00421794	-0.00671277	0.00624484	0.00280669	0.00557614	-0.0113708	0.00226756	-0.000834458	0.00365696	0.0018905	-0.000628137	0.000982373	-0.00745777	-0.00263857	0.00132357	0.00113251	0.00362998	0.00279283	-0.0105045	0.00993236	0.00789016	-0.00467725	0.00407389	0.000400362	-0.00430314	-0.00508481	-0.00109367	-0.00331568	0.0050418	-0.00362792	0.00116021	0.000253986	-0.00369171	-0.00168988	-0.0011352	0.00123805	-0.0120497	4.2603e-05	0.00674284
22	2	84566	0	0.0999719	0.098945	0.995015	0.995117	0.000102136	-0.000209237	-0.000460648	-0.000527855	0.000715374	-0.000304518	-0.000392756	-0.000153247	-9.87415e-05	0.000184251	-0.000386489	0.000141188	0.00034974	-0.000218426	0.000524057	-0.000667933	-0.000117993	-4.47651e-05	-0.000125445	-0.00091784	0.0011871	0.00082477	0.000300534	7.31766e-06	-0.0005081	0.000376957	-0.00129465	0.000422676	0.000757402	-2.64708e-05	-0.000741513	-0.000175539	9.1926e-05	-1.91688e-05	-0.000397718	-1.61809e-05	2.91326e-05	-0.000401168	0.000952529	-0.000378921	0.000567771	6.13674e-05	-0.000122449	-0.000686028	-0.000107705	-0.000909457	0.000631889	0.000370307	-0.000423113	-0.000195753	-0.000787587
22	2	88070	0	0.098945	0.0996438	0.995117	0.995048	-6.93826e-05	-0.000858962	-0.000829677	-0.000318022	-0.00123346	-0.000137623	-0.000396227	0.000897517	0.00043993	-0.000451136	-0.000169522	-0.000914854	0.000148556	-0.000347961	-0.000900944	0.000123458	3.30338e-05	-0.000331048	-0.000187756	-0.000843324	9.43678e-05	0.00161666	-0.000327513	0.0010105	-0.000560063	-7.81752e-05	7.52605e-05	0.00136248	-0.0012327	0.00127241	0.00108114	-0.000555248	0.000141426	0.000560752	0.000275281	-0.00139319	0.00034766	-0.000335643	-3.59622e-05	0.000495048	0.000574221	-0.00107851	0.000976603	-0.000991185	0.000149691	-1.35683e-05	0.000177416	-5.6733e-05	0.000559182	0.00051859	0.00206511
22	2	94197	0	0.0996438	0.0994719	0.995048	0.995065	1.71188e-05	-0.00030862	-9.08485e-05	0.000171892	-1.05081e-05	8.38362e-05	8.08417e-06	0.000173369	0.00014669	-1.75756e-05	0.000174429	0.000117495	0.00019847	6.30044e-05	0.000349194	-4.20119e-05	-8.58132e-05	-3.09916e-05	-0.000214015	0.000166217	0.000217253	-7.39993e-05	-9.68641e-05	0.000106925	0.000247984	-1.15193e-05	0.000122419	7.60129e-05	0.000144006	0.000183479	6.99111e-05	-3.89225e-05	-0.000170457	0.000184014	2.28956e-05	-3.99438e-05	-0.000223669	8.16412e-05	7.52652e-05	-0.000133434	0.000171997	2.44499e-05	-0.000121518	-1.21369e-05	-3.28678e-06	-5.39124e-05	-0.000288783	-4.74572e-05	0.000203552	9.43801e-05	-5.88994e-05
23	1	22618	0	0.104644	0.106493	0.99454	0.994346	-0.000195202	0.00113938	-0.000499787	0.00106314	0.00150327	-0.00131875	-0.0016775	0.000741037	0.000881578	0.00145585	-0.000272215	-0.000541799	0.000983042	0.000676387	-0.000193008	0.000887154	5.32424e-05	0.00144661	-0.000666695	-0.000107061	-0.0017612	0.00110172	-0.00194366	0.00146174	0.00325284	0.000192132	7.71713e-05	0.000603354	-0.00121189	0.000521363	2.21487e-06	-0.000926864	0.00138578	-0.00109645	-0.000451361	0.00153917	0.00103469	-0.000369769	0.000207979	0.000595161	-0.00146925	5.99732e-05	0.000694894	-0.000846178	0.000203514	-0.000990378	-0.000239758	-0.000703051	-0.00113076	0.000570051	0.00202361
23	1	31357	0	0.106493	0.110017	0.994346	0.993966	-0.000381336	-0.00401448	-0.00486733	-0.00495633	-0.00219691	-7.60738e-05	0.00257015	-0.00207081	-0.00177358	0.00306917	-0.00392863	0.000595234	0.00861331	-0.00660692	-0.0032579	0.00185221	-0.000928822	-0.000785009	-0.000983012	0.00392689	0.000357263	-0.000281394	0.00304362	-0.00407155	-0.000861468	-0.00107939	0.000750571	0.00459195	0.00182364	0.00265054	-4.00979e-05	0.00145937	0.00145665	0.00256482	-7.2527e-05	0.0051684	0.00207168	0.00239519	0.000620484	-0.00131408	-0.00422661	0.00143379	0.00482172	-0.00225886	0.00032109	-0.00218142	0.000563559	0.00373155	0.00454192	-0.00353399	-0.00402051
23	1	32834	0	0.110017	0.113219	0.993966	0.993611	-0.000357383	-0.00633944	0.00422546	-0.000154915	-0.000159075	-0.00519537	0.00203087	0.0071733	0.00844644	0.00465576	-0.00674585	-0.00294035	0.00666368	-0.00105145	-0.00109591	-0.000483317	-0.00137052	-0.00374385	0.00122904	-0.000450344	0.000955719	-0.000150716	-0.000481234	-0.000934876	-0.0013545	-0.000336003	0.00365833	0.00144827	0.00100875	0.00605256	-0.000267102	-0.00259846	0.00211155	0.000713562	-0.000491695	-5.24857e-05	0.00354537	-0.00763317	0.00111658	0.00382484	-0.00194437	-0.00445545	0.00100784	-0.00862399	0.00170528	-0.00207552	0.0033073	-0.00159806	-0.00251147	-0.00539415	-0.00307024
23	1	37135	0	0.113219	0.111014	0.993611	0.993857	0.000247226	-0.00878449	0.0105757	0.00203465	0.0129862	-0.0106109	-0.00339265	-0.00472344	-0.00808645	-0.00150588	-0.000369463	-0.00443198	-0.00145008	-0.00456137	-0.00361677	-0.0039449	-0.0082726	0.00296375	-0.00232103	0.00540712	-0.00416292	0.0098382	-0.000410798	-0.00769706	-0.000222566	0.0100777	0.00150535	0.00999196	0.0140556	0.00878216	-0.00112024	0.000588442	-0.00241327	-0.00448878	0.00991339	-0.0117541	-0.00879666	-0.00872127	-0.000106155	0.00285626	0.00249558	-0.00433043	-0.00437319	0.00779001	-0.00850304	-0.011817	-0.00151557	-0.0100043	0.0230283	0.00551557	-0.00898764
23	1	38043	0	0.111014	0.113467	0.993857	0.993583	-0.000275228	-0.00202879	0.0116796	-0.00434135	-0.0106234	-0.00268642	0.00690691	0.00148348	-0.0119955	-0.0117043	-0.00438106	-0.0100872	-0.00378672	-0.0029107	-0.0124162	0.00620708	0.00111932	0.0158632	0.00479325	-0.0012756	-0.00897136	-0.00221778	-0.0013397	0.000235026	0.0117144	-0.00212325	0.000596226	-0.00323309	-0.00132266	0.00191576	-0.00897754	0.00351461	-0.0114764	-0.00471035	0.00416749	0.0036674	-0.00384783	0.00449435	0.00328026	0.00595812	-0.00907737	-0.000747975	-0.00528757	-0.000299967	-0.00230936	0.00136264	-0.00633365	-0.0109761	-0.00379336	0.00498154	0.00447214
23	1	41771	0	0.113467	0.114707	0.993583	0.993443	-0.00014144	0.000207872	0.000317002	-0.00104362	0.00177563	3.9892e-05	-0.0006689	-0.000259521	-0.000404429	-0.0018822	0.00103662	-0.00077096	-0.000784884	0.00131146	-0.00140492	-4.45937e-05	0.000436578	0.000693084	0.00063022	-0.000176582	-6.56773e-05	0.002387	9.90495e-05	0.00153965	-0.000597957	0.000301174	0.000538883	-0.00113012	0.000729906	0.000914029	0.000569474	0.00220189	-0.000940259	-0.000287354	0.00137149	0.000244927	-0.000662607	-0.000623279	-0.00253919	-0.00172622	1.4543e-05	0.000585951	0.000515958	-2.3404e-05	0.000317186	-0.000579473	0.000202789	-0.000192835	0.000316725	-0.000113293	-0.000294656
23	1	43732	0	0.114707	0.114013	0.993443	0.993522	7.93421e-05	0.00139363	0.000361778	-0.000412417	0.000578205	-0.000268835	0.000131162	9.30426e-05	0.000366067	0.000699633	-0.000385748	-0.00172279	0.0010834	-0.000353671	0.000828998	-0.000240853	-1.68559e-05	-0.000509478	0.00156683	0.000467358	-9.38842e-05	0.00151402	-0.000327915	4.4774e-06	-0.00116236	-3.71759e-05	0.000283413	-3.54353e-05	0.000472597	0.000345121	0.00212465	-0.00104273	0.000364804	-0.00108289	-2.31511e-05	-1.4619e-05	-1.09509e-06	-6.44682e-05	-0.000363146	2.78356e-05	-0.000771877	0.000110732	-0.00076126	0.000109948	0.000312475	-0.000639359	0.000871045	-2.9969e-05	-0.00113908	-0.00119632	0.000946497
23	1	57648	0	0.114013	0.115179	0.993522	0.993389	-0.000133622	1.84498e-05	-0.000490864	-0.00159353	-0.000768798	-0.000293284	-8.30574e-05	-0.000225744	0.000937913	-0.00129848	-7.37786e-05	0.0011781	0.000686644	-0.000856961	-9.05501e-05	-0.000412229	-0.000246334	-0.000437342	-0.000786683	0.000681719	-0.000242395	0.00109477	0.00116816	0.000371966	0.00117201	0.000110465	0.000135147	-0.000505455	-0.000335781	-0.00046769	-0.000698956	0.00100389	0.000355459	0.000145064	0.00116527	-0.000388566	-0.000746067	0.000277767	-0.00129245	-0.000386104	0.000977307	-0.000716349	0.000112666	-0.000848889	3.43758e-06	0.00102532	0.000981902	0.00137257	0.00113178	-0.000741772	0.000359487
23	1	69212	0	0.115179	0.119504	0.993389	0.992885	-0.000507413	-0.00142028	0.00267597	-0.000591242	0.001599	-0.001417	0.00313815	-0.00278233	-0.00173455	0.00401333	-0.000554168	-0.00338547	-0.000875067	-0.00142741	-0.00145628	-0.000325438	-0.00254509	-0.00136844	-0.00241262	-0.000802783	0.00107803	0.000827421	-0.000520104	-0.000873095	0.00319587	-0.00160695	0.00190305	-0.00283117	-0.00409758	-0.00238816	0.00269595	0.00262382	0.00195537	-0.00133495	0.00203389	8.49798e-05	0.00320413	-0.00103702	-0.00251662	0.000189716	0.00138376	0.00160526	0.000621168	-0.00154724	-0.00108036	-0.000268743	0.00204368	0.000153385	-0.00421377	0.0014382	-0.000645098
23	1	88380	0	0.119504	0.116877	0.992885	0.993193	0.000310628	0.00172474	0.00171608	0.000410132	0.00202216	-0.000861494	-3.02262e-05	0.0010714	-0.00217489	0.00410215	0.000366013	0.00199357	0.00052789	-0.00187411	0.000677416	0.00096717	-0.000651904	-0.00285599	0.00166835	0.00176478	0.00146957	-0.00121339	0.000508706	-0.00127179	-0.00044975	-0.00343974	-0.00187378	-0.00102926	0.000697174	0.00191072	0.000488817	-0.000245171	-0.00392849	-0.00147451	-0.000229034	0.000882587	0.00206142	-0.000713701	-0.000476447	-0.00362476	0.002312	-0.00195527	0.000653625	9.28398e-05	-0.00145641	-0.00158494	0.00148617	0.000630046	-0.000592766	0.000924726	-0.000965402
23	1	90276	0	0.116877	0.116545	0.993193	0.993232	3.86674e-05	-0.000575874	-0.000214356	-6.35177e-06	6.26049e-05	-0.000365966	0.000926061	0.00112113	0.000238167	7.05398e-05	-4.96971e-05	-0.000634312	0.00020539	-0.000375076	0.000822949	0.000138418	0.00111063	-0.000706152	-0.000102291	-0.000140635	0.000226162	-0.00043044	0.000269122	-0.0010115	0.000441479	-0.000804618	0.00169215	0.000734018	0.000128156	-8.32732e-05	0.00103364	-0.00141093	0.00040922	0.000402521	6.39191e-05	-0.001271	-0.00039846	-0.000386065	-0.000362357	-0.000528781	-1.17971e-05	0.000133707	0.000563381	-0.0010472	-0.000877279	-6.29769e-05	-4.05789e-05	-0.000296173	-0.000335536	0.000380786	0.000387531
23	1	92168	0	0.116545	0.116648	0.993232	0.99322	-1.19452e-05	0.000638807	-5.29275e-06	-0.000279495	0.000317706	2.3762e-05	5.69924e-05	5.99415e-05	-0.000242418	-0.000476084	0.00048806	-0.000121171	0.000104771	-0.000245786	-0.000396779	-0.000511483	-1.39718e-05	-0.000421123	-0.000176	-5.06437e-05	-0.000300072	0.000414543	-0.000269681	9.21945e-06	2.89095e-05	0.000545964	0.000167086	-0.000536268	-0.000212165	0.000146101	-0.000393399	0.000636224	0.000811637	0.000208746	-0.000425257	-0.000506334	0.000190717	0.000251237	0.000375279	-6.00215e-05	-0.000661242	0.000186539	-0.000258768	-8.12951e-07	-0.000365186	-1.94269e-05	0.000667607	0.000820005	-0.00031354	-9.69747e-05	-1.42105e-05
23	2	4112	0	0.0994719	0.102122	0.995065	0.994799	-0.000267057	-0.0100562	0.00156387	-0.00338672	-0.0042865	0.00498927	-0.00112986	-0.00409073	0.00421165	0.0050026	0.00545151	0.00129024	0.00217087	-0.00571198	0.000710241	-0.000972246	0.0117543	0.0017607	-0.000234291	-0.000343888	0.00135093	0.00439688	0.00363778	-0.000426927	-0.00509187	0.001963	-0.00213935	-7.08016e-05	0.00412843	0.000366972	0.00324692	0.00616457	-0.000602325	-0.000110271	0.000993166	0.00602587	0.00248519	-0.00362926	0.000645433	-0.00404899	-0.0002879	0.00457482	-0.00178247	0.00290587	-0.00428289	0.00563047	-0.00203094	-0.00603116	0.00461202	-0.00514238	-0.000664205
23	2	5746	0	0.102122	0.0972859	0.994799	0.995279	0.000482259	0.00212712	0.00285494	-0.00420029	0.00641136	-0.000691195	-0.00309923	0.00449436	-0.00525161	0.0123554	-0.0130342	-0.00045314	-0.00622051	0.0023522	0.000909236	0.00352531	-0.00452103	-4.77964e-05	-0.00572444	-0.00395453	-2.58868e-05	-0.00194632	-0.00365515	0.000933659	0.00219359	-0.00421228	0.0014105	0.000791674	-0.00323239	-0.00864442	0.00732119	-0.000610119	-0.00844551	0.0087849	-0.0061586	0.00131732	0.00255898	0.00162881	0.000643137	-0.00139029	-0.00128116	-0.00341557	-0.00507848	0.0074971	-0.00543235	-0.00102859	-0.0089458	0.00430096	0.00869757	-0.00116168	-0.0077937
23	2	6902	0	0.0972859	0.096349	0.995279	0.995369	9.07124e-05	0.00321502	-0.00227469	0.00205651	-0.00194652	0.00224272	0.000823833	0.00310984	-0.0010133	0.00145595	0.00190935	-0.00140162	0.00135498	0.0014783	0.00116485	0.000672827	3.48158e-05	-0.0011109	0.00133846	0.00136502	0.00161364	0.000361852	-5.06349e-05	-0.000505806	0.000106247	9.3668e-05	0.0013659	0.000824198	-0.00264153	0.000595525	2.90051e-05	-0.000974879	-0.000358044	-0.00377581	-0.000265478	0.000621145	-0.00194511	0.00140579	-0.00112006	-0.000234397	-0.00347375	0.000727833	0.00135503	0.00139686	-0.00247807	7.2764e-05	0.00379188	-0.000338039	-0.00413819	-0.00387672	-0.000283161
23	2	14303	0	0.096349	0.0987279	0.995369	0.995138	-0.000231999	0.00245492	0.00339013	-0.00280022	-0.00364646	0.00351648	-0.00196927	0.000548252	0.00466997	0.00264679	0.00086992	-0.00108515	0.00119423	0.0016744	-0.000154951	-0.00155303	0.000570462	0.000697763	0.00103293	-0.00177395	0.00148396	0.000381808	0.000329169	0.00179393	-0.000801352	-0.00277645	1.29525e-05	0.00405941	-0.000608622	-0.00280097	-0.00234696	-0.00249475	-0.00196936	0.00141467	-0.000638891	0.00313692	-0.00139083	0.0020542	-0.00643056	-0.00152247	5.7727e-05	0.00341802	0.00250055	-0.00207365	0.00107712	0.000465555	-0.000672733	-0.00167443	0.00225832	-0.000408505	0.00322004
23	2	17005	0	0.0987279	0.0920251	0.995138	0.995775	0.000639492	0.0138589	-0.00111614	-0.0024314	0.0176289	-0.0177441	0.000855982	-0.0105606	-0.014148	0.0137579	0.00488432	0.0118867	0.00317803	0.00991541	0.0050945	0.0058648	-0.0121393	0.0103454	0.000154885	0.00979437	0.00408916	-0.00350906	-0.0170155	-0.00352396	0.00270662	0.00207945	0.00745959	-0.0103444	-0.0171796	-0.00522469	-0.00569332	-0.00373245	0.00520281	-0.000575463	0.00540297	0.00229307	-0.00234534	-0.000899222	0.00982084	-0.0139975	-0.00271975	-0.00834336	0.00186622	-0.00865975	0.00385871	0.000124828	-7.57127e-05	0.00477263	-0.00498659	-0.00175127	-0.000296581
23	2	41394	0	0.0920251	0.0980229	0.995775	0.995207	-0.000569771	-0.00397932	-0.000173472	0.00486718	-0.00463251	-0.0031353	0.001795	0.000585026	0.013212	-0.00306528	-0.00140095	0.000339911	0.000355933	-0.00296208	0.00311247	0.00150618	0.012156	-0.00866011	0.00175765	0.00283562	0.00487243	5.81698e-05	0.00395774	-0.0153964	-0.000147842	2.7816e-05	0.00368898	-0.0025244	0.00186336	-0.0018064	0.00462833	0.00625281	-0.00922957	-0.00710991	-0.00477189	-0.00634954	0.000511492	0.00218879	0.0010541	0.00139707	0.00502903	0.002647	-0.00261636	-0.00336084	0.00125536	0.004748	-0.0182344	0.0095924	-0.00203258	-0.00444397	0.00762039
23	2	79300	0	0.0980229	0.0974537	0.995207	0.995263	5.56284e-05	0.00157185	0.00132849	-0.00054193	0.00208348	0.00133105	-0.000889743	0.00151351	-0.00053089	0.0026652	0.00274149	-0.000606211	0.000842705	0.00355548	0.00389926	-0.0032131	0.000851021	-0.000186956	0.000932606	-0.00147587	0.000538192	0.00169633	-0.00128367	-0.00116555	0.000871252	0.00114772	-0.00232795	-0.0027988	0.000766487	0.00253606	-0.00126642	-0.000885714	0.00100569	0.00175786	0.00144753	-0.000870403	0.000784676	-0.000218884	0.00116484	0.000737243	-0.00090943	-0.00183584	0.00118843	-0.0025645	0.00237601	-1.78571e-05	-0.000457396	-0.0020998	5.90157e-05	-0.00234209	0.00206574
23	2	87540	0	0.0974537	0.102764	0.995263	0.994734	-0.000531417	0.00795927	0.00406855	0.00179425	-0.00425722	-0.00703141	0.00368177	-0.00347617	0.000699971	-0.00490101	0.00745253	0.00737572	-0.000757131	-2.32189e-05	0.00301008	-0.0127307	-0.000399999	0.00429004	-0.00674683	-0.00717507	-0.0021984	0.00311559	-0.00423554	0.00556065	-0.00438678	-0.00334867	0.00439852	-0.00337288	0.00352391	0.00201923	0.0075909	0.000389525	0.00221256	-0.01255	0.00801302	-0.0084157	-0.00223992	-0.00105979	-0.00441207	0.00310844	-0.00498249	-0.00142199	0.00340068	-0.00589102	0.00252773	-0.00221818	0.00585417	-0.00230699	-0.00653076	0.000648641	0.00475134
23	2	90727	0	0.102764	0.101421	0.994734	0.99487	0.000137026	-0.00103088	-0.000517158	0.00183547	0.00112897	0.000188643	-0.000154722	-0.00102272	0.00106852	-0.000281397	-0.0012862	-0.00324382	0.0014024	0.00212575	-0.000523903	0.000188244	-0.000436986	0.00153966	-0.000635157	0.000233721	-0.00113534	0.000762207	0.000862083	-0.000577032	0.00119428	0.00137177	0.000722732	-0.00111867	-0.00156794	-0.000834876	0.000516472	4.88749e-06	0.00103551	0.00198552	-0.00100541	0.00105264	-0.00194392	-0.000603438	-0.000282531	5.24953e-05	-0.000822037	-0.00219761	0.000414557	0.000655212	-0.000791046	-0.00364805	0.000989729	0.000898405	-0.000753884	-0.000216962	0.000869661
24	1	7101	0	0.116648	0.115717	0.99322	0.993327	0.000108109	1.04277e-05	0.000198925	0.000194378	-0.000667704	0.000815769	-0.000686441	-0.000239597	-0.000220393	4.88175e-05	-0.000261516	0.000128048	0.000487328	-0.000307269	0.000902117	-0.0007691	0.000705119	-0.000702117	0.00040595	-0.000590276	-1.53616e-05	0.00102387	5.73918e-05	0.000162659	-0.00018388	-0.000277383	0.00025777	0.000499985	0.000402711	7.29411e-05	-0.000688811	0.000112915	-0.000496066	0.000481612	-0.000558223	0.000108511	-0.000537215	-0.000817196	0.00071875	6.01148e-05	0.00153222	-0.000511848	-0.00074397	-0.000319216	0.00144465	0.000938404	0.000192027	-0.000208943	-0.000173961	0.000154797	0.000502496
24	1	7483	0	0.115717	0.115485	0.993327	0.993354	2.68129e-05	0.000577935	0.000174457	0.000302615	-0.000129766	0.000172267	0.000113696	8.64525e-05	0.00156874	-0.000446795	-0.000561688	-0.000897836	-0.000638097	0.00100027	0.000173388	0.000209511	0.000275451	0.000245231	3.97126e-05	0.000753231	-0.000188651	0.000585344	-0.000373186	-0.000971807	9.43885e-05	0.000235163	0.00102626	-0.000596859	6.76062e-05	0.000492792	-0.000772854	0.00154179	-0.00126562	0.00089505	-0.000641896	-0.000212734	-0.000761518	-0.000152143	-0.000497692	3.17044e-05	0.00117981	-0.000565819	-0.000227392	-0.000509737	0.000163642	0.000501597	0.000886641	-0.000504656	-0.000551757	-0.00109926	-0.000529443
24	1	36445	0	0.115485	0.109677	0.993354	0.994004	0.000654151	0.00298712	-0.00208721	0.00164915	0.000561746	0.00290962	-0.000833254	0.00326415	0.00142917	-0.00270488	0.00193351	0.00581983	-0.00320669	-0.00577667	0.00189026	-0.00218349	-0.00287135	-0.00335046	0.00390109	-0.00275964	0.00529304	-0.00383681	-0.000823862	-0.00437371	-0.00189156	0.00230325	0.00546856	0.000104338	-0.000764022	0.0032598	-5.11928e-05	0.00122772	-0.000554623	0.00139291	-0.00433056	0.000929879	-4.85639e-05	0.000602498	-0.000699909	0.00535054	-0.00495288	0.000440479	0.000419342	0.00511083	-0.00495836	-0.000646545	-8.45115e-05	-0.00594628	0.00176271	-0.000123514	0.00231565
24	1	50634	0	0.109677	0.10887	0.994004	0.994091	8.81404e-05	5.58212e-05	-7.10516e-05	0.000795135	-0.000581655	-5.65039e-05	-0.000202605	0.000136338	0.000637814	2.79015e-05	-0.000524863	0.000209997	-4.90879e-06	0.00018179	-0.000108011	-0.000454417	0.000425356	-0.000381562	-0.000888519	-0.000255599	0.000467079	-0.000914938	-0.000373188	-0.000403183	-0.000949298	-0.000119509	-2.86772e-06	-0.000141907	0.000440795	-0.000195887	9.86657e-05	6.34157e-05	0.000677831	0.000183173	-0.000355698	5.75186e-05	-0.00013975	0.00085016	0.000170265	-0.000203693	0.000432326	-0.000287076	-0.000102623	-4.30242e-05	-0.000825409	-0.00033298	-0.000154767	0.000323849	-0.000297033	-0.000444043	-0.000476828
