cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0
16	2	80616	0	0.00427554	0.00219946	0.999991	0.999998	6.72134e-06	-0.00207608
16	2	96965	0	0.00219946	0.0181339	0.999998	0.999836	-0.000161988	0.0159345
17	1	5344	0	0.00595616	0.014614	0.999982	0.999893	-8.90424e-05	-0.0205701
17	1	10426	0	0.014614	0.0104223	0.999893	0.999946	5.2474e-05	0.0250362
17	1	30745	0	0.0104223	0.00904583	0.999946	0.999959	1.33983e-05	-0.00137643
17	1	46261	0	0.00904583	0.0178321	0.999959	0.999841	-0.000118071	0.00878626
17	1	49572	0	0.0178321	0.00610103	0.999841	0.999981	0.00014039	-0.0117311
17	1	58364	0	0.00610103	0.000455696	0.999981	1	1.85076e-05	-0.00564533
17	1	70819	0	0.000455696	0.00392302	1	0.999992	-7.5912e-06	0.00346733
17	1	72165	0	0.00392302	0.00303509	0.999992	0.999995	3.08917e-06	-0.00695812
17	1	90233	0	0.00303509	0.00209391	0.999995	0.999998	2.41367e-06	0.000941185
17	2	6613	0	0.0181339	0.0334574	0.999836	0.99944	-0.000395202	0.0153235
17	2	8640	0	0.0334574	0.0364969	0.99944	0.999334	-0.000106306	0.00303947
17	2	9470	0	0.0364969	0.00742113	0.999334	0.999972	0.00063868	-0.043918
17	2	11105	0	0.00742113	0.00424926	0.999972	0.999991	1.85086e-05	0.00317186
17	2	15738	0	0.00424926	0.011362	0.999991	0.999935	-5.55178e-05	-0.00711273
17	2	17155	0	0.011362	0.0292209	0.999935	0.999573	-0.000362318	0.0405829
17	2	21211	0	0.0292209	0.0148152	0.999573	0.99989	0.000317236	-0.0144057
17	2	33971	0	0.0148152	0.00583344	0.99989	0.999983	9.27349e-05	-0.00898176
17	2	39012	0	0.00583344	0.0368583	0.999983	0.999321	-0.000662034	0.0310249
17	2	44831	0	0.0368583	0.000688897	0.999321	1	0.000679261	-0.0375472
17	2	46508	0	0.000688897	0.000383492	1	1	1.63756e-07	0.00107239
17	2	87834	0	0.000383492	0.0403524	1	0.999186	-0.000813752	-0.0407359
17	2	96412	0	0.0403524	0.0184019	0.999186	0.999831	0.000645049	0.0219504
18	1	14335	0	0.00209391	0.00243438	0.999998	0.999997	-7.7087e-07	0.00452828
18	1	17144	0	0.00243438	0.0036177	0.999997	0.999993	-3.58078e-06	0.00118333
18	1	82698	0	0.0036177	0.00572313	0.999993	0.999984	-9.83319e-06	-0.00934083
18	1	89321	0	0.00572313	0.0104376	0.999984	0.999946	-3.80935e-05	-0.00471443
18	1	96984	0	0.0104376	0.00412981	0.999946	0.999991	4.59447e-05	0.0145674
18	2	2438	0	0.0184019	0.0295463	0.999831	0.999564	-0.00026714	-0.0111443
18	2	2598	0	0.0295463	0.0367037	0.999564	0.999327	-0.000237063	0.06625
18	2	9257	0	0.0367037	0.0391693	0.999327	0.999233	-9.35296e-05	-0.075873
18	2	17270	0	0.0391693	0.0392489	0.999233	0.99923	-3.12108e-06	-7.96012e-05
18	2	18861	0	0.0392489	0.000719077	0.99923	1	0.000770275	0.039968
19	1	8188	0	0.00412981	0.0155839	0.999991	0.999879	-0.000112895	-0.0197137
19	1	35768	0	0.0155839	0.0112038	0.999879	0.999937	5.86681e-05	0.0267877
19	1	43542	0	0.0112038	0.0048655	0.999937	0.999988	5.09276e-05	-0.0160693
19	1	56693	0	0.0048655	0.00471815	0.999988	0.999989	7.06089e-07	0.00958365
19	1	71909	0	0.00471815	0.0198759	0.999989	0.999802	-0.000186377	-0.024594
19	1	73631	0	0.0198759	0.00835536	0.999802	0.999965	0.000162632	0.0282312
19	1	88032	0	0.00835536	0.0170622	0.999965	0.999854	-0.000110648	-0.0254176
19	1	88687	0	0.0170622	0.01467	0.999854	0.999892	3.79562e-05	0.0317323
19	1	90621	0	0.01467	0.0252813	0.999892	0.99968	-0.000211946	0.0106113
19	2	1772	0	0.000719077	0.00137751	1	0.999999	-6.90225e-07	0.000658429
19	2	23235	0	0.00137751	0.0253378	0.999999	0.999679	-0.000320001	0.0239602
19	2	26161	0	0.0253378	0.0336601	0.999679	0.999434	-0.000245471	0.00832237
19	2	33325	0	0.0336601	0.0158048	0.999434	0.999875	0.000441703	-0.0178553
19	2	39302	0	0.0158048	0.015459	0.999875	0.999881	5.40546e-06	-0.000345795
19	2	47496	0	0.015459	0.0224908	0.999881	0.999747	-0.000133418	-0.0379498
19	2	48875	0	0.0224908	0.0295331	0.999747	0.999564	-0.000183167	0.0520239
19	2	51843	0	0.0295331	0.0017117	0.999564	0.999999	0.000434731	-0.0312448
19	2	52323	0	0.0017117	0.0201767	0.999999	0.999796	-0.000202064	-0.018465
19	2	60215	0	0.0201767	0.00847541	0.999796	0.999964	0.000167647	0.0117013
19	2	68204	0	0.00847541	0.0135073	0.999964	0.999909	-5.53059e-05	-0.00503191
19	2	83975	0	0.0135073	0.0146679	0.999909	0.999892	-1.63494e-05	0.0281752
19	2	86378	0	0.0146679	0.0155666	0.999892	0.999879	-1.35855e-05	0.000898685
19	2	86608	0	0.0155666	0.000736109	0.999879	1	0.000120895	-0.0163027
19	2	87777	0	0.000736109	0.00161644	1	0.999999	-1.0355e-06	-0.000880327
19	2	99559	0	0.00161644	0.0152618	0.999999	0.999884	-0.000115148	-0.0136453
19	2	99821	0	0.0152618	0.0146071	0.999884	0.999893	9.77648e-06	0.0298689
20	1	4813	0	0.0252813	0.010081	0.99968	0.999949	0.000268796	-0.0353624
20	1	25702	0	0.010081	0.0331094	0.999949	0.999452	-0.00049718	0.0431905
20	1	30713	0	0.0331094	0.00367707	0.999452	0.999993	0.000541503	-0.0294324
20	1	32107	0	0.00367707	0.000235996	0.999993	1	6.73258e-06	-0.00344107
20	1	39239	0	0.000235996	0.012153	1	0.999926	-7.38166e-05	-0.012389
20	1	42338	0	0.012153	0.0205742	0.999926	0.999788	-0.000137792	-0.00842124
20	1	42980	0	0.0205742	0.0258702	0.999788	0.999665	-0.000122976	0.0464444
20	1	45277	0	0.0258702	0.00574639	0.999665	0.999983	0.000318173	-0.0201238
20	1	45712	0	0.00574639	0.0120434	0.999983	0.999927	-5.60095e-05	0.006297
20	1	45945	0	0.0120434	0.00981778	0.999927	0.999952	2.43274e-05	-0.0022256
20	1	55684	0	0.00981778	0.0234093	0.999952	0.999726	-0.000225777	-0.033227
20	1	57595	0	0.0234093	0.00690049	0.999726	0.999976	0.00025022	0.0165088
20	1	58939	0	0.00690049	0.0248266	0.999976	0.999692	-0.00028433	-0.0179261
20	1	85076	0	0.0248266	0.0295284	0.999692	0.999564	-0.000127775	-0.0047018
20	1	97056	0	0.0295284	0.0214141	0.999564	0.999771	0.000206702	0.00811428
20	1	99979	0	0.0214141	0.00327767	0.999771	0.999995	0.000223935	0.0181364
20	2	1553	0	0.0146071	0.0102445	0.999893	0.999948	5.42105e-05	-0.0248517
20	2	4696	0	0.0102445	8.54871e-05	0.999948	1	5.2473e-05	0.01033
20	2	25457	0	8.54871e-05	0.0349238	1	0.99939	-0.000609645	-0.0350092
20	2	27231	0	0.0349238	0.0183479	0.99939	0.999832	0.000441608	0.0165758
20	2	35014	0	0.0183479	0.00632999	0.999832	0.99998	0.0001483	0.012018
20	2	47567	0	0.00632999	0.0289803	0.99998	0.99958	-0.000399816	0.0353103
20	2	54592	0	0.0289803	0.00151457	0.99958	0.999999	0.000418871	-0.0274658
20	2	56100	0	0.00151457	0.00924219	0.999999	0.999957	-4.15612e-05	0.00772761
20	2	69639	0	0.00924219	0.0113554	0.999957	0.999936	-2.17638e-05	-0.0205976
20	2	81375	0	0.0113554	0.0066593	0.999936	0.999978	4.23009e-05	0.0180147
20	2	96901	0	0.0066593	0.0125145	0.999978	0.999922	-5.61319e-05	-0.0191738
21	1	14648	0	0.00327767	0.0158004	0.999995	0.999875	-0.000119447	-0.0125227
21	1	21479	0	0.0158004	0.000418064	0.999875	1	0.000124746	0.0162184
21	1	36817	0	0.000418064	0.033893	1	0.999426	-0.000574115	0.0334749
21	1	40996	0	0.033893	0.00394453	0.999426	0.999992	0.000566748	-0.0299484
21	1	41371	0	0.00394453	0.0148662	0.999992	0.99989	-0.000102717	0.0109217
21	1	46109	0	0.0148662	0.01177	0.99989	0.999931	4.12361e-05	-0.0266362
21	1	50045	0	0.01177	0.0344189	0.999931	0.999408	-0.000522926	0.0461889
21	1	57264	0	0.0344189	0.0264585	0.999408	0.99965	0.000242334	-0.00796041
21	1	60217	0	0.0264585	0.00743734	0.99965	0.999972	0.00032242	-0.0190211
21	1	62396	0	0.00743734	0.0132269	0.999972	0.999913	-5.98169e-05	0.00578958
21	1	78494	0	0.0132269	0.0183832	0.999913	0.999831	-8.14918e-05	-0.0316101
21	1	80940	0	0.0183832	0.00436943	0.999831	0.99999	0.000159438	0.0140138
21	1	90471	0	0.00436943	0.00638792	0.99999	0.99998	-1.08568e-05	0.0107573
21	1	94806	0	0.00638792	0.0136806	0.99998	0.999906	-7.31736e-05	-0.0200685
21	2	1990	0	0.0125145	0.0109684	0.999922	0.99994	1.81538e-05	0.00154612
21	2	2313	0	0.0109684	0.0109106	0.99994	0.99994	6.32387e-07	5.78077e-05
21	2	5139	0	0.0109106	0.00328487	0.99994	0.999995	5.41268e-05	0.0141955
21	2	22846	0	0.00328487	0.038977	0.999995	0.999241	-0.000753923	-0.0422618
21	2	24304	0	0.038977	0.00239941	0.999241	0.999997	0.00075701	0.0413764
21	2	43662	0	0.00239941	0.0107538	0.999997	0.999942	-5.49416e-05	0.00835435
21	2	52702	0	0.0107538	0.00144644	0.999942	0.999999	5.67772e-05	-0.00930732
21	2	54669	0	0.00144644	0.032707	0.999999	0.999465	-0.000533684	0.0312605
21	2	64971	0	0.032707	0.0205855	0.999465	0.999788	0.000323043	-0.0532924
21	2	72796	0	0.0205855	0.0210407	0.999788	0.999779	-9.47405e-06	0.0416262
21	2	78472	0	0.0210407	0.0211614	0.999779	0.999776	-2.54767e-06	0.000120737
21	2	80052	0	0.0211614	0.0125291	0.999776	0.999922	0.000145425	-0.00863234
21	2	81485	0	0.0125291	0.0110819	0.999922	0.999939	1.70851e-05	-0.00144721
21	2	83496	0	0.0110819	0.0119426	0.999939	0.999929	-9.90831e-06	0.000860682
21	2	92389	0	0.0119426	0.0327877	0.999929	0.999463	-0.000466097	0.0208452
21	2	99847	0	0.0327877	0.0324898	0.999463	0.999472	9.72258e-06	-0.000297883
21	2	99976	0	0.0324898	0.00756058	0.999472	0.999971	0.000499338	-0.0249293
22	1	11048	0	0.0136806	0.0324403	0.999906	0.999474	-0.000432513	-0.0187597
22	1	12544	0	0.0324403	0.0171822	0.999474	0.999852	0.000378642	0.0496225
22	1	22910	0	0.0171822	0.00105714	0.999852	0.999999	0.000147067	-0.0182394
22	1	24798	0	0.00105714	0.00354732	0.999999	0.999994	-5.73294e-06	-0.00249018
22	1	26631	0	0.00354732	0.0195056	0.999994	0.99981	-0.000183926	-0.0159583
22	1	37651	0	0.0195056	0.0123967	0.99981	0.999923	0.000113403	0.0319023
22	1	43758	0	0.0123967	0.01328	0.999923	0.999912	-1.134e-05	0.000883302
22	1	56306	0	0.01328	0.00662994	0.999912	0.999978	6.6203e-05	-0.00665003
22	1	67069	0	0.00662994	0.0119998	0.999978	0.999928	-5.00181e-05	-0.0186297
22	1	74534	0	0.0119998	0.018796	0.999928	0.999823	-0.000104642	-0.00679624
22	1	78360	0	0.018796	0.0131431	0.999823	0.999914	9.02787e-05	0.00565291
22	1	80358	0	0.0131431	0.0162155	0.999914	0.999869	-4.50996e-05	0.0293586
22	1	87223	0	0.0162155	0.00632909	0.999869	0.99998	0.000111449	-0.00988642
22	1	91352	0	0.00632909	0.0132511	0.99998	0.999912	-6.77646e-05	-0.0195802
22	2	4013	0	0.00756058	0.0296194	0.999971	0.999561	-0.00040999	-0.03718
22	2	6591	0	0.0296194	0.016953	0.999561	0.999856	0.000294997	0.0465724
22	2	8969	0	0.016953	0.000548536	0.999856	1	0.000143562	-0.0164045
22	2	17438	0	0.000548536	0.0193679	1	0.999812	-0.00018739	-0.0199165
22	2	23384	0	0.0193679	0.0145606	0.999812	0.999894	8.15568e-05	0.0339285
22	2	27919	0	0.0145606	0.00183678	0.999894	0.999998	0.000104323	-0.0163973
22	2	38112	0	0.00183678	0.0100323	0.999998	0.99995	-4.86355e-05	-0.00819552
22	2	39863	0	0.0100323	0.00596754	0.99995	0.999982	3.25183e-05	0.00406477
22	2	42958	0	0.00596754	0.00564719	0.999982	0.999984	1.86037e-06	0.000320347
22	2	44979	0	0.00564719	0.00649347	0.999984	0.999979	-5.13718e-06	0.0121407
22	2	47345	0	0.00649347	0.0120776	0.999979	0.999927	-5.185e-05	0.00558411
22	2	47821	0	0.0120776	0.0149791	0.999927	0.999888	-3.92514e-05	0.00290148
22	2	50404	0	0.0149791	0.00434257	0.999888	0.999991	0.000102762	-0.0106365
22	2	52690	0	0.00434257	0.0166912	0.999991	0.999861	-0.000129862	-0.0210338
22	2	54946	0	0.0166912	0.0145167	0.999861	0.999895	3.39319e-05	0.00217453
22	2	59908	0	0.0145167	0.00864901	0.999895	0.999963	6.79673e-05	0.00586771
22	2	64576	0	0.00864901	0.00512048	0.999963	0.999987	2.42933e-05	0.0137695
22	2	80626	0	0.00512048	0.0104395	0.999987	0.999946	-4.13808e-05	-0.01556
22	2	98710	0	0.0104395	0.0139325	0.999946	0.999903	-4.25651e-05	0.024372
23	1	6093	0	0.0132511	0.0130763	0.999912	0.999915	2.3013e-06	0.0263273
23	1	12376	0	0.0130763	0.00732414	0.999915	0.999973	5.86745e-05	-0.00575212
23	1	28282	0	0.00732414	0.0342982	0.999973	0.999412	-0.000561206	-0.0416224
23	1	34652	0	0.0342982	0.0174573	0.999412	0.999848	0.000435901	0.0168409
23	1	38017	0	0.0174573	0.00731629	0.999848	0.999973	0.000125623	0.0247736
23	1	42233	0	0.00731629	0.0095396	0.999973	0.999954	-1.87378e-05	0.00222331
23	1	45902	0	0.0095396	0.00824082	0.999954	0.999966	1.15465e-05	-0.00129878
23	1	67190	0	0.00824082	0.0143717	0.999966	0.999897	-6.93145e-05	-0.0226125
23	1	68461	0	0.0143717	0.00401944	0.999897	0.999992	9.51991e-05	0.0103522
23	1	80747	0	0.00401944	0.0031544	0.999992	0.999995	3.10284e-06	0.00717384
23	1	82198	0	0.0031544	0.00832536	0.999995	0.999965	-2.96803e-05	-0.0114798
23	1	86182	0	0.00832536	0.0131385	0.999965	0.999914	-5.16523e-05	-0.00481309
23	1	94465	0	0.0131385	0.0394639	0.999914	0.999222	-0.000692151	-0.0263255
23	1	94729	0	0.0394639	0.00623728	0.999222	0.999981	0.000759537	0.0457012
23	1	97099	0	0.00623728	0.0120591	0.999981	0.999927	-5.32573e-05	-0.0182963
23	2	3183	0	0.0139325	0.00727005	0.999903	0.999974	7.0633e-05	-0.0212025
23	2	23967	0	0.00727005	0.000656996	0.999974	1	2.62113e-05	0.00792704
23	2	40063	0	0.000656996	0.025239	1	0.999682	-0.000318237	-0.025896
23	2	50918	0	0.025239	0.0180502	0.999682	0.999837	0.000155611	0.0432891
23	2	54478	0	0.0180502	0.000277305	0.999837	1	0.000162879	-0.0183275
23	2	78295	0	0.000277305	0.0246634	1	0.999696	-0.000304056	-0.0243861
23	2	83196	0	0.0246634	0.0210121	0.999696	0.999779	8.33904e-05	0.0456755
23	2	87836	0	0.0210121	0.0170855	0.999779	0.999854	7.47999e-05	-0.0380976
23	2	90642	0	0.0170855	0.0157232	0.999854	0.999876	2.23478e-05	0.0013623
23	2	91198	0	0.0157232	0.0132202	0.999876	0.999913	3.62233e-05	0.002503
23	2	96362	0	0.0132202	0.00381731	0.999913	0.999993	8.01039e-05	0.00940287
24	1	9575	0	0.0120591	0.029283	0.999927	0.999571	-0.000355974	0.0413421
24	1	14785	0	0.029283	0.00512593	0.999571	0.999987	0.000415697	-0.034409
24	1	22910	0	0.00512593	0.040838	0.999987	0.999166	-0.000820395	-0.035712
24	1	26831	0	0.040838	0.033784	0.999166	0.999429	0.000263225	0.074622
24	1	29281	0	0.033784	0.0374065	0.999429	0.999301	-0.000128934	-0.0711905
24	1	30762	0	0.0374065	0.0381971	0.999301	0.999271	-2.98888e-05	-0.000790682
24	1	31960	0	0.0381971	0.0197134	0.999271	0.999806	0.000535344	0.0184837
24	1	38329	0	0.0197134	0.0169108	0.999806	0.999857	5.13243e-05	0.00280268
24	1	46369	0	0.0169108	0.031954	0.999857	0.99949	-0.000367475	0.0488648
24	1	48086	0	0.031954	0.000729612	0.99949	1	0.000510394	-0.0326836
24	1	89070	0	0.000729612	0.0252588	1	0.999681	-0.000318686	-0.0245292
24	1	93381	0	0.0252588	0.00316185	0.999681	0.999995	0.000314054	0.0284206
24	1	95537	0	0.00316185	0.0170023	0.999995	0.999855	-0.000139531	-0.0201641
24	2	13826	0	0.00381731	0.000172754	0.999993	1	7.27102e-06	0.00399006
24	2	33292	0	0.000172754	0.0213269	1	0.999773	-0.000227378	-0.0214997
24	2	43655	0	0.0213269	0.011426	0.999773	0.999935	0.000162155	0.00990089
24	2	54111	0	0.011426	0.0138603	0.999935	0.999904	-3.07767e-05	-0.00243429
24	2	54292	0	0.0138603	0.00636206	0.999904	0.99998	7.58193e-05	0.00749827
24	2	69166	0	0.00636206	0.0134527	0.99998	0.99991	-7.02476e-05	-0.00709067
24	2	85402	0	0.0134527	0.00895256	0.99991	0.99996	5.04151e-05	0.0224053
25	1	11865	0	0.0170023	0.00604219	0.999855	0.999982	0.000126293	0.0230445
25	1	12293	0	0.00604219	0.0118614	0.999982	0.99993	-5.20906e-05	0.00581918
25	1	16117	0	0.0118614	0.00422259	0.99993	0.999991	6.14327e-05	-0.00763877
25	1	31237	0	0.00422259	0.00712207	0.999991	0.999975	-1.64467e-05	0.00289948
25	1	40156	0	0.00712207	0.00163156	0.999975	0.999999	2.40312e-05	-0.00549051
25	1	73680	0	0.00163156	0.0130546	0.999999	0.999915	-8.38768e-05	0.011423
25	1	80018	0	0.0130546	0.0123318	0.999915	0.999924	9.17429e-06	-0.000722768
25	1	81740	0	0.0123318	0.034581	0.999924	0.999402	-0.00052175	0.0222492
25	1	90296	0	0.034581	0.0243506	0.999402	0.999704	0.000301493	-0.0102304
25	1	95532	0	0.0243506	0.0434139	0.999704	0.999058	-0.000645697	0.0190633
25	1	96238	0	0.0434139	0.0130312	0.999058	0.999915	0.000857843	-0.0303826
25	1	97764	0	0.0130312	0.00183077	0.999915	0.999998	8.32337e-05	-0.014862
25	1	99539	0	0.00183077	0.00250251	0.999998	0.999997	-1.45542e-06	0.00433328
25	2	9013	0	0.00895256	0.0156477	0.99996	0.999878	-8.23474e-05	-0.0246002
25	2	12295	0	0.0156477	0.0172727	0.999878	0.999851	-2.67473e-05	-0.00162499
25	2	19339	0	0.0172727	0.0270666	0.999851	0.999634	-0.000217104	0.0443392
25	2	21347	0	0.0270666	0.0362295	0.999634	0.999344	-0.000289946	0.00916292
25	2	22206	0	0.0362295	0.0337744	0.999344	0.99943	8.59364e-05	-0.00245508
25	2	23532	0	0.0337744	0.0160776	0.99943	0.999871	0.000441209	-0.049852
25	2	25466	0	0.0160776	0.00250169	0.999871	0.999997	0.000126123	0.0185793
25	2	29722	0	0.00250169	0.0101618	0.999997	0.999948	-4.85012e-05	-0.0126635
25	2	33043	0	0.0101618	0.0130731	0.999948	0.999915	-3.3821e-05	-0.00291127
25	2	38615	0	0.0130731	0.00149065	0.999915	0.999999	8.43457e-05	0.0145638
25	2	63513	0	0.00149065	0.015565	0.999999	0.999879	-0.000120017	0.0140744
25	2	67685	0	0.015565	0.0247358	0.999879	0.999694	-0.000184777	-0.0403008
25	2	77746	0	0.0247358	0.0111148	0.999694	0.999938	0.000244191	0.013621
25	2	85150	0	0.0111148	0.00068715	0.999938	1	6.15348e-05	0.0104276
25	2	97937	0	0.00068715	0.0106553	1	0.999943	-5.65303e-05	-0.00996818
26	1	495	0	0.00250251	0.0281651	0.999997	0.999603	-0.000393427	-0.0306676
26	1	2861	0	0.0281651	0.0245942	0.999603	0.999698	9.42026e-05	0.00357087
26	1	10910	0	0.0245942	0.0210006	0.999698	0.99978	8.19281e-05	0.0455948
26	1	14137	0	0.0210006	0.0154726	0.99978	0.99988	0.000100817	-0.0364732
26	1	31077	0	0.0154726	0.00806739	0.99988	0.999967	8.71633e-05	0.02354
26	1	44055	0	0.00806739	0.00353795	0.999967	0.999994	2.62832e-05	-0.00452944
26	1	51488	0	0.00353795	0.00561764	0.999994	0.999984	-9.52032e-06	-0.00915559
26	1	70225	0	0.00561764	0.012877	0.999984	0.999917	-6.71272e-05	-0.00725935
26	1	83812	0	0.012877	0.0084954	0.999917	0.999964	4.68235e-05	0.00438158
26	1	98384	0	0.0084954	0.00980073	0.999964	0.999952	-1.19411e-05	0.0182961
26	1	98520	0	0.00980073	0.00150073	0.999952	0.999999	4.69021e-05	-0.0083
26	2	6116	0	0.0106553	0.0212376	0.999943	0.999775	-0.000168735	0.0318929
26	2	7484	0	0.0212376	0.0120513	0.999775	0.999927	0.000152912	-0.0332889
26	2	35849	0	0.0120513	0.000415692	0.999927	1	7.25333e-05	0.012467
26	2	55919	0	0.000415692	0.0154461	1	0.999881	-0.000119197	0.0150304
26	2	58013	0	0.0154461	0.00727367	0.999881	0.999974	9.28416e-05	-0.0227197
26	2	83177	0	0.00727367	0.011717	0.999974	0.999931	-4.21902e-05	0.0189907
26	2	91835	0	0.011717	0.0161029	0.999931	0.99987	-6.10061e-05	-0.0278199
27	1	1144	0	0.00150073	0.0108028	0.999999	0.999942	-5.72225e-05	0.00930207
27	1	3844	0	0.0108028	0.00473893	0.999942	0.999989	4.71227e-05	-0.0155417
27	1	19123	0	0.00473893	0.00299595	0.999989	0.999996	6.74088e-06	0.00773487
27	1	36673	0	0.00299595	0.0143716	0.999996	0.999897	-9.87791e-05	0.0113757
27	1	52575	0	0.0143716	0.0140874	0.999897	0.999901	4.04498e-06	-0.000284267
27	1	56214	0	0.0140874	0.0101346	0.999901	0.999949	4.78731e-05	-0.00395278
27	1	68200	0	0.0101346	0.0158404	0.999949	0.999875	-7.41016e-05	0.00570582
27	1	68690	0	0.0158404	0.00543188	0.999875	0.999985	0.000110713	-0.0212723
27	1	70637	0	0.00543188	0.0105209	0.999985	0.999945	-4.05912e-05	-0.00508902
27	1	72944	0	0.0105209	0.00422789	0.999945	0.999991	4.64082e-05	0.00629301
27	1	84205	0	0.00422789	0.00350845	0.999991	0.999994	2.7829e-06	0.00773634
27	1	89892	0	0.00350845	0.00910585	0.999994	0.999959	-3.5303e-05	0.00559739
27	2	8343	0	0.0161029	0.00177358	0.99987	0.999998	0.000128088	0.0178765
27	2	20330	0	0.00177358	0.00513267	0.999998	0.999987	-1.15993e-05	-0.00690625
27	2	25268	0	0.00513267	0.00305391	0.999987	0.999995	8.50901e-06	0.00818658
27	2	26158	0	0.00305391	0.0366764	0.999995	0.999328	-0.000667693	0.0336225
27	2	27207	0	0.0366764	0.0415184	0.999328	0.999138	-0.000189289	-0.0781948
27	2	29653	0	0.0415184	0.036011	0.999138	0.999352	0.000213512	0.0775294
27	2	31024	0	0.036011	0.00846438	0.999352	0.999964	0.000612762	-0.0275467
27	2	49940	0	0.00846438	0.0111853	0.999964	0.999937	-2.67324e-05	0.00272094
27	2	58241	0	0.0111853	0.0144403	0.999937	0.999896	-4.17044e-05	-0.0256256
27	2	58393	0	0.0144403	0.00437624	0.999896	0.99999	9.46897e-05	0.0188165
27	2	68372	0	0.00437624	0.00423823	0.99999	0.999991	5.94416e-07	-0.000138004
27	2	69550	0	0.00423823	0.0170469	0.999991	0.999855	-0.000136307	0.0128086
27	2	88385	0	0.0170469	0.0295811	0.999855	0.999563	-0.00029218	0.0125342
27	2	98812	0	0.0295811	0.00435081	0.999563	0.999991	0.000428147	-0.0339319
28	1	23579	0	0.00910585	0.0132073	0.999959	0.999913	-4.57574e-05	0.00410147
28	1	55353	0	0.0132073	0.019051	0.999913	0.999819	-9.42494e-05	0.00584369
28	1	58578	0	0.019051	0.0235763	0.999819	0.999722	-9.64461e-05	0.0045253
28	1	61781	0	0.0235763	0.0217164	0.999722	0.999764	4.21208e-05	-0.0018599
28	1	81703	0	0.0217164	0.0125729	0.999764	0.999921	0.000156775	-0.00914355
28	1	89226	0	0.0125729	0.00134719	0.999921	0.999999	7.8134e-05	-0.0112257
28	1	97341	0	0.00134719	0.00687018	0.999999	0.999976	-2.26919e-05	-0.00821736
28	2	21576	0	0.00435081	0.0119332	0.999991	0.999929	-6.17336e-05	0.016284
28	2	22304	0	0.0119332	0.00469146	0.999929	0.999989	6.01973e-05	-0.0166246
28	2	39981	0	0.00469146	0.0113685	0.999989	0.999935	-5.36153e-05	-0.00667706
28	2	45801	0	0.0113685	0.0099127	0.999935	0.999951	1.54909e-05	0.00145581
28	2	46075	0	0.0099127	0.0106199	0.999951	0.999944	-7.25983e-06	0.0205326
28	2	55159	0	0.0106199	0.00424925	0.999944	0.999991	4.73638e-05	-0.00637061
28	2	57017	0	0.00424925	0.0145268	0.999991	0.999894	-9.64807e-05	0.0102775
28	2	59792	0	0.0145268	0.0117922	0.999894	0.99993	3.59861e-05	-0.026319
28	2	69454	0	0.0117922	0.0188816	0.99993	0.999822	-0.000108724	0.0306738
28	2	80665	0	0.0188816	0.0165442	0.999822	0.999863	4.14033e-05	-0.0354258
28	2	84712	0	0.0165442	0.0126663	0.999863	0.99992	5.66393e-05	0.00387789
28	2	85046	0	0.0126663	0.00617551	0.99992	0.999981	6.11512e-05	0.00649081
28	2	91586	0	0.00617551	0.0283739	0.999981	0.999598	-0.000383399	0.0345495
28	2	93902	0	0.0283739	0.00406653	0.999598	0.999992	0.00039435	-0.0324405
28	2	99970	0	0.00406653	0.00447513	0.999992	0.99999	-1.74505e-06	-0.000408598
29	1	11856	0	0.00687018	0.0142505	0.999976	0.999898	-7.79359e-05	-0.00738034
29	1	15456	0	0.0142505	0.00898764	0.999898	0.99996	6.11517e-05	0.00526288
29	1	27814	0	0.00898764	0.0120686	0.99996	0.999927	-3.24362e-05	0.0210562
29	1	35056	0	0.0120686	0.00600092	0.999927	0.999982	5.48214e-05	-0.0180695
29	1	36108	0	0.00600092	0.0158593	0.999982	0.999874	-0.000107747	0.0218602
29	1	52396	0	0.0158593	0.0172404	0.999874	0.999851	-2.28577e-05	-0.0330997
29	1	63667	0	0.0172404	0.000815893	0.999851	1	0.000148295	0.0180563
29	1	66301	0	0.000815893	0.0120469	1	0.999927	-7.22287e-05	-0.0128628
29	1	68062	0	0.0120469	0.00868145	0.999927	0.999962	3.4881e-05	0.0207284
29	1	72107	0	0.00868145	0.02198	0.999962	0.999758	-0.000203855	-0.0306614
29	1	81081	0	0.02198	0.0135997	0.999758	0.999908	0.000149094	0.0355797
29	1	82697	0	0.0135997	0.0145271	0.999908	0.999894	-1.30426e-05	-0.0281268
29	1	96884	0	0.0145271	0.00806383	0.999894	0.999967	7.30087e-05	0.0064633
29	2	31241	0	0.00447513	0.0307276	0.99999	0.999528	-0.000461973	-0.0262525
29	2	31484	0	0.0307276	0.0111695	0.999528	0.999938	0.000409799	0.0195581
29	2	57105	0	0.0111695	0.0269579	0.999938	0.999637	-0.000300939	-0.0157884
29	2	60724	0	0.0269579	0.00907797	0.999637	0.999959	0.00032221	0.0178799
29	2	68344	0	0.00907797	0.0138357	0.999959	0.999904	-5.45066e-05	-0.00475769
29	2	68416	0	0.0138357	0.00898263	0.999904	0.99996	5.53706e-05	0.00485304
29	2	75848	0	0.00898263	0.0128559	0.99996	0.999917	-4.22924e-05	0.0218385
29	2	78118	0	0.0128559	0.0270787	0.999917	0.999633	-0.000283951	0.0142228
29	2	95569	0	0.0270787	0.00529108	0.999633	0.999986	0.000352692	-0.0323698
