cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0
30	1	3227	0	0.00806383	0.000691322	0.999967	1	3.22742e-05	0.00875515
30	1	4037	0	0.000691322	0.0361726	1	0.999346	-0.000653776	-0.0368639
30	1	10062	0	0.0361726	0.0102685	0.999346	0.999947	0.000601689	0.0464411
30	1	14424	0	0.0102685	0.00700186	0.999947	0.999975	2.82081e-05	-0.00326661
30	1	25482	0	0.00700186	0.00828735	0.999975	0.999966	-9.827e-06	-0.0152892
30	1	40459	0	0.00828735	0.0117355	0.999966	0.999931	-3.45208e-05	-0.00344819
30	1	52177	0	0.0117355	0.0201176	0.999931	0.999798	-0.000133489	-0.00838206
30	1	57969	0	0.0201176	0.025133	0.999798	0.999684	-0.000113468	-0.00501536
30	1	66197	0	0.025133	0.00981952	0.999684	0.999952	0.000267657	0.0153134
30	1	68341	0	0.00981952	0.0249237	0.999952	0.999689	-0.000262349	-0.0151042
30	1	70402	0	0.0249237	0.047329	0.999689	0.998881	-0.000809094	-0.0224053
30	1	71795	0	0.047329	0.00712446	0.998881	0.999975	0.00109524	0.0544534
30	1	79843	0	0.00712446	0.00100749	0.999975	0.999999	2.48718e-05	-0.00813195
30	2	10017	0	0.00529108	0.0038376	0.999986	0.999993	6.63423e-06	0.00912868
30	2	18426	0	0.0038376	0.00323697	0.999993	0.999995	2.1246e-06	-0.00707457
30	2	26614	0	0.00323697	0.00744517	0.999995	0.999972	-2.24761e-05	0.0106821
30	2	28007	0	0.00744517	0.000875661	0.999972	1	2.73323e-05	-0.00656951
30	2	46267	0	0.000875661	0.0187637	1	0.999824	-0.00017564	-0.0196394
30	2	49060	0	0.0187637	0.0112441	0.999824	0.999937	0.00011283	0.00751963
30	2	60918	0	0.0112441	0.036416	0.999937	0.999337	-0.000599667	-0.0251719
30	2	64609	0	0.036416	0.0376864	0.999337	0.99929	-4.70709e-05	-0.00127046
30	2	66492	0	0.0376864	0.00654781	0.99929	0.999979	0.000688934	0.0311386
30	2	72696	0	0.00654781	0.0254163	0.999979	0.999677	-0.000301513	0.0319642
30	2	88239	0	0.0254163	0.0329205	0.999677	0.999458	-0.000218862	-0.0583369
31	1	5770	0	0.00100749	0.0230897	0.999999	0.999733	-0.000266023	0.0240971
31	1	36958	0	0.0230897	0.00851838	0.999733	0.999964	0.000230311	-0.0145713
31	1	50052	0	0.00851838	0.00441461	0.999964	0.99999	2.65374e-05	-0.00410377
31	1	76569	0	0.00441461	0.0444233	0.99999	0.999014	-0.000976495	0.0400087
31	1	79261	0	0.0444233	0.0311815	0.999014	0.999514	0.0005007	-0.0132419
31	1	82399	0	0.0311815	0.00539265	0.999514	0.999985	0.000471713	-0.0257888
31	1	88383	0	0.00539265	0.00586431	0.999985	0.999983	-2.65475e-06	0.000471665
31	1	94314	0	0.00586431	0.00733955	0.999983	0.999973	-9.73939e-06	-0.0132039
31	2	2759	0	0.0329205	0.0347815	0.999458	0.999395	-6.29944e-05	-0.00186099
31	2	8009	0	0.0347815	0.0347665	0.999395	0.999396	5.22049e-07	1.50126e-05
31	2	12914	0	0.0347665	0.0325965	0.999396	0.999469	7.30914e-05	0.00217
31	2	20407	0	0.0325965	0.0278769	0.999469	0.999612	0.000142716	0.00471964
31	2	29169	0	0.0278769	0.011425	0.999612	0.999935	0.000323348	0.0393018
31	2	34640	0	0.011425	0.00718374	0.999935	0.999974	3.94627e-05	-0.00424123
31	2	42327	0	0.00718374	0.0113057	0.999974	0.999936	-3.81053e-05	0.00412193
31	2	55635	0	0.0113057	0.00635327	0.999936	0.99998	4.3728e-05	-0.0176589
31	2	87388	0	0.00635327	0.0220462	0.99998	0.999757	-0.00022281	-0.0156929
32	1	7786	0	0.00733955	0.0130908	0.999973	0.999914	-5.87487e-05	0.0204304
32	1	12868	0	0.0130908	0.00125621	0.999914	0.999999	8.48996e-05	-0.0118346
32	1	25724	0	0.00125621	0.0389251	0.999999	0.999243	-0.000756508	-0.0401813
32	1	28338	0	0.0389251	0.035907	0.999243	0.999356	0.000112932	0.00301811
32	1	31155	0	0.035907	0.0169458	0.999356	0.999856	0.000501203	0.0189612
32	1	35981	0	0.0169458	0.0101428	0.999856	0.999949	9.21464e-05	0.00680302
32	1	45254	0	0.0101428	0.0244428	0.999949	0.999701	-0.000247256	-0.0143
32	1	53072	0	0.0244428	0.00524564	0.999701	0.999986	0.000285007	0.0191971
32	1	54545	0	0.00524564	0.0153719	0.999986	0.999882	-0.000104384	0.0206175
32	1	58032	0	0.0153719	0.00759762	0.999882	0.999971	8.92895e-05	-0.0229695
32	1	59343	0	0.00759762	0.00823308	0.999971	0.999966	-5.02986e-06	-0.000635459
32	1	62093	0	0.00823308	0.00108954	0.999966	0.999999	3.32988e-05	0.00714353
32	1	66107	0	0.00108954	0.00473617	0.999999	0.999989	-1.0622e-05	-0.00364662
32	1	75007	0	0.00473617	0.0190235	0.999989	0.999819	-0.000169716	-0.0142873
32	1	84552	0	0.0190235	0.0204204	0.999819	0.999792	-2.75494e-05	-0.00139691
32	1	88560	0	0.0204204	0.0169077	0.999792	0.999857	6.55625e-05	0.0373281
32	2	14050	0	0.0220462	0.0160425	0.999757	0.999871	0.000114342	0.0380887
32	2	39638	0	0.0160425	0.0314662	0.999871	0.999505	-0.000366312	0.0154237
32	2	41854	0	0.0314662	0.0289438	0.999505	0.999581	7.61923e-05	-0.06041
32	2	53444	0	0.0289438	0.0290253	0.999581	0.999579	-2.36332e-06	0.0579691
32	2	54790	0	0.0290253	0.0368865	0.999579	0.99932	-0.00025904	-0.0659118
32	2	57951	0	0.0368865	0.015123	0.99932	0.999886	0.000566116	0.0217636
32	2	63097	0	0.015123	0.0170458	0.999886	0.999855	-3.09268e-05	-0.00192281
32	2	78888	0	0.0170458	0.02541	0.999855	0.999677	-0.000177538	0.0424557
32	2	90596	0	0.02541	0.00615636	0.999677	0.999981	0.000303929	-0.0315663
33	1	1364	0	0.0169077	0.00179094	0.999857	0.999998	0.000141342	-0.0151168
33	1	16101	0	0.00179094	0.0251493	0.999998	0.999684	-0.000314592	-0.0269403
33	1	18136	0	0.0251493	0.00914946	0.999684	0.999958	0.000274426	0.0159999
33	1	43941	0	0.00914946	0.027015	0.999958	0.999635	-0.000322998	0.0361645
33	1	52777	0	0.027015	0.011974	0.999635	0.999928	0.000293261	-0.015041
33	1	53200	0	0.011974	0.0126687	0.999928	0.99992	-8.56021e-06	0.000694748
33	1	59642	0	0.0126687	0.0275876	0.99992	0.99962	-0.000300243	0.0149188
33	1	63767	0	0.0275876	0.0386064	0.99962	0.999255	-0.000364624	0.0110188
33	1	64792	0	0.0386064	0.00124521	0.999255	0.999999	0.000744729	-0.0398516
33	1	67355	0	0.00124521	0.00748944	0.999999	0.999972	-2.72702e-05	-0.00624423
33	1	70085	0	0.00748944	0.0133502	0.999972	0.999911	-6.10667e-05	-0.0058608
33	1	87084	0	0.0133502	0.0193312	0.999911	0.999813	-9.77288e-05	-0.00598098
33	1	97596	0	0.0193312	0.000785501	0.999813	1	0.000186557	0.0185457
33	2	14861	0	0.00615636	0.00612171	0.999981	0.999981	2.12676e-07	3.46433e-05
33	2	21924	0	0.00612171	0.0159393	0.999981	0.999873	-0.000108287	-0.00981759
33	2	23386	0	0.0159393	0.0265787	0.999873	0.999647	-0.000226157	0.042518
33	2	30728	0	0.0265787	0.00380602	0.999647	0.999993	0.00034603	-0.0303847
33	2	42736	0	0.00380602	0.00769175	0.999993	0.99997	-2.23383e-05	0.0114978
33	2	46268	0	0.00769175	0.00503887	0.99997	0.999987	1.68865e-05	-0.00265288
33	2	57146	0	0.00503887	0.0142032	0.999987	0.999899	-8.81661e-05	-0.019242
33	2	64992	0	0.0142032	0.0200454	0.999899	0.999799	-0.000100038	-0.0058422
33	2	68676	0	0.0200454	0.0374054	0.999799	0.999301	-0.000498548	-0.01736
33	2	74781	0	0.0374054	0.00439198	0.999301	0.99999	0.000690174	0.0417974
33	2	92483	0	0.00439198	0.000919236	0.99999	1	9.22229e-06	-0.00531122
33	2	95354	0	0.000919236	0.0130856	1	0.999914	-8.51899e-05	-0.0121663
33	2	99677	0	0.0130856	0.0152624	0.999914	0.999884	-3.08539e-05	-0.00217683
34	1	24797	0	0.000785501	0.00453327	1	0.99999	-9.9667e-06	-0.00374777
34	1	38165	0	0.00453327	0.0210806	0.99999	0.999778	-0.000211898	-0.0165473
34	1	60019	0	0.0210806	0.0257528	0.999778	0.999668	-0.000109402	-0.00467221
34	1	78439	0	0.0257528	0.0215405	0.999668	0.999768	9.9612e-05	0.00421232
34	2	3216	0	0.0152624	0.014649	0.999884	0.999893	9.1744e-06	0.000613437
34	2	4734	0	0.014649	0.018303	0.999893	0.999833	-6.02016e-05	-0.00365401
34	2	49000	0	0.018303	0.0138909	0.999833	0.999904	7.10234e-05	0.00441208
34	2	49598	0	0.0138909	0.0190772	0.999904	0.999818	-8.54882e-05	0.0329681
34	2	49738	0	0.0190772	0.0154682	0.999818	0.99988	6.23396e-05	-0.00360903
34	2	50691	0	0.0154682	0.0325504	0.99988	0.99947	-0.000410048	0.0170822
34	2	53537	0	0.0325504	0.00542907	0.99947	0.999985	0.00051516	-0.0271214
34	2	60899	0	0.00542907	0.0142979	0.999985	0.999898	-8.74743e-05	0.00886887
34	2	70296	0	0.0142979	0.00153433	0.999898	0.999999	0.000101044	-0.0127636
34	2	87237	0	0.00153433	0.0157903	0.999999	0.999875	-0.000123482	0.014256
34	2	91747	0	0.0157903	0.0180054	0.999875	0.999838	-3.74294e-05	0.00221508
34	2	92872	0	0.0180054	0.0246855	0.999838	0.999695	-0.00014258	-0.0426909
34	2	98928	0	0.0246855	0.0106811	0.999695	0.999943	0.000247675	0.0353666
34	2	99408	0	0.0106811	0.00850039	0.999943	0.999964	2.09148e-05	-0.0191815
35	1	18864	0	0.0215405	0.0364043	0.999768	0.999338	-0.000430548	0.0579448
35	1	27423	0	0.0364043	0.00969633	0.999338	0.999953	0.000615817	-0.026708
35	1	30052	0	0.00969633	0.00551602	0.999953	0.999985	3.17967e-05	-0.0152124
35	1	43336	0	0.00551602	0.00990371	0.999985	0.999951	-3.3828e-05	-0.00438769
35	1	48145	0	0.00990371	0.00483141	0.999951	0.999988	3.73712e-05	0.0147351
35	1	79758	0	0.00483141	0.0129506	0.999988	0.999916	-7.21857e-05	-0.0177821
35	1	89269	0	0.0129506	0.0147814	0.999916	0.999891	-2.53852e-05	-0.00183077
35	2	826	0	0.00850039	0.00683489	0.999964	0.999977	1.27705e-05	0.0153353
35	2	33410	0	0.00683489	0.019171	0.999977	0.999816	-0.000160393	0.0123361
35	2	33504	0	0.019171	0.000214631	0.999816	1	0.000183758	-0.0189564
35	2	35864	0	0.000214631	0.00434785	1	0.999991	-9.42883e-06	-0.00456248
35	2	39211	0	0.00434785	0.00978282	0.999991	0.999952	-3.83992e-05	-0.00543497
35	2	57110	0	0.00978282	0.000711079	0.999952	1	4.76001e-05	0.00907174
35	2	59757	0	0.000711079	0.0384698	1	0.99926	-0.000739435	0.0391808
35	2	62769	0	0.0384698	0.000151742	0.99926	1	0.000740224	-0.0386215
35	2	69853	0	0.000151742	0.0145619	1	0.999894	-0.000106007	0.0147136
35	2	87774	0	0.0145619	0.00185773	0.999894	0.999998	0.000104304	-0.0127041
36	1	11057	0	0.0147814	0.028659	0.999891	0.999589	-0.000301378	0.0434404
36	1	11133	0	0.028659	0.0160926	0.999589	0.999871	0.000281222	-0.0447516
36	1	15500	0	0.0160926	0.0233798	0.999871	0.999727	-0.000143811	0.0394724
36	1	16699	0	0.0233798	0.0138232	0.999727	0.999904	0.000177783	-0.0095566
36	1	27694	0	0.0138232	0.00513383	0.999904	0.999987	8.23655e-05	-0.00868936
36	1	35309	0	0.00513383	0.00987925	0.999987	0.999951	-3.5621e-05	0.00474542
36	1	37358	0	0.00987925	0.00812019	0.999951	0.999967	1.58311e-05	-0.0179994
36	1	48067	0	0.00812019	0.00462635	0.999967	0.999989	2.22674e-05	0.0127465
36	1	75315	0	0.00462635	0.00588124	0.999989	0.999983	-6.5929e-06	0.00125489
36	1	76055	0	0.00588124	0.00591849	0.999983	0.999982	-2.19784e-07	3.72524e-05
36	1	90098	0	0.00591849	0.0175661	0.999982	0.999846	-0.000136761	0.0116476
36	1	95993	0	0.0175661	0.0029413	0.999846	0.999996	0.00014997	-0.0146248
36	1	99668	0	0.0029413	0.00825124	0.999996	0.999966	-2.97154e-05	0.00530994
36	2	277	0	0.00185773	0.0134957	0.999998	0.999909	-8.93373e-05	-0.0153534
36	2	809	0	0.0134957	0.00277369	0.999909	0.999996	8.7224e-05	0.0162694
36	2	20121	0	0.00277369	0.00663418	0.999996	0.999978	-1.81593e-05	0.00386049
36	2	31913	0	0.00663418	0.000128991	0.999978	1	2.19981e-05	-0.00676317
36	2	45899	0	0.000128991	0.00257723	1	0.999997	-3.31272e-06	-0.00244824
36	2	56189	0	0.00257723	0.00330595	0.999997	0.999995	-2.1436e-06	0.00588318
36	2	57436	0	0.00330595	0.00325104	0.999995	0.999995	1.80012e-07	-5.49069e-05
36	2	68640	0	0.00325104	0.0357234	0.999995	0.999362	-0.000632596	0.0324724
36	2	69941	0	0.0357234	0.0298915	0.999362	0.999553	0.000191348	-0.00583189
36	2	71740	0	0.0298915	0.0247013	0.999553	0.999695	0.000141685	-0.00519025
36	2	81917	0	0.0247013	0.0146958	0.999695	0.999892	0.000197113	-0.039397
37	1	3949	0	0.00825124	0.00179267	0.999966	0.999998	3.24351e-05	-0.00645856
37	1	9997	0	0.00179267	0.0129899	0.999998	0.999916	-8.27585e-05	0.0111972
37	1	13132	0	0.0129899	0.0093213	0.999916	0.999957	4.09262e-05	-0.0223112
37	1	31960	0	0.0093213	0.0285741	0.999957	0.999592	-0.000364728	-0.0192528
37	1	32059	0	0.0285741	0.0154488	0.999592	0.999881	0.000288948	0.0131253
37	1	35596	0	0.0154488	0.0171077	0.999881	0.999854	-2.70051e-05	-0.00165899
37	1	39624	0	0.0171077	0.0286992	0.999854	0.999588	-0.000265451	-0.0115915
37	1	64344	0	0.0286992	0.00552289	0.999588	0.999985	0.000396651	0.0342221
37	1	87577	0	0.00552289	0.00838262	0.999985	0.999965	-1.98828e-05	0.00285973
37	1	96160	0	0.00838262	0.0197835	0.999965	0.999804	-0.000160546	-0.0281661
37	1	99347	0	0.0197835	0.0132806	0.999804	0.999912	0.000107512	0.0330641
37	2	2076	0	0.0146958	0.00691992	0.999892	0.999976	8.40439e-05	0.0216157
37	2	24670	0	0.00691992	0.0182671	0.999976	0.999833	-0.000142891	-0.0251871
37	2	37542	0	0.0182671	0.011444	0.999833	0.999935	0.000101367	0.00682314
37	2	38946	0	0.011444	0.0086749	0.999935	0.999962	2.7856e-05	0.0027691
37	2	43997	0	0.0086749	0.00918911	0.999962	0.999958	-4.59284e-06	0.017864
37	2	56024	0	0.00918911	0.0238547	0.999958	0.999716	-0.000242274	0.0146656
37	2	64860	0	0.0238547	0.00767422	0.999716	0.999971	0.000255108	-0.0315289
37	2	85895	0	0.00767422	0.0198714	0.999971	0.999803	-0.000167975	-0.0121971
37	2	95720	0	0.0198714	0.00635525	0.999803	0.99998	0.000177257	0.0262266
37	2	99133	0	0.00635525	0.00428559	0.99998	0.999991	1.10116e-05	-0.0106408
38	1	100	0	0.0132806	0.0147531	0.999912	0.999891	-2.06398e-05	-0.0280337
38	1	647	0	0.0147531	0.0120642	0.999891	0.999927	3.60551e-05	0.0026889
38	1	4579	0	0.0120642	0.00865375	0.999927	0.999963	3.53293e-05	0.00341045
38	1	14020	0	0.00865375	0.00437941	0.999963	0.99999	2.78544e-05	0.0130332
38	1	30062	0	0.00437941	0.00638423	0.99999	0.99998	-1.07895e-05	0.00200481
38	1	32816	0	0.00638423	0.000746506	0.99998	1	2.01007e-05	-0.00563772
38	1	37968	0	0.000746506	0.00426401	1	0.999991	-8.8122e-06	-0.00501051
38	1	51103	0	0.00426401	0.0207	0.999991	0.999786	-0.000205133	0.024964
38	1	54901	0	0.0207	0.0272434	0.999786	0.999629	-0.000156845	-0.0479434
38	1	56288	0	0.0272434	0.0167651	0.999629	0.999859	0.000230594	0.0104783
38	1	71006	0	0.0167651	0.0136462	0.999859	0.999907	4.74261e-05	0.0304113
38	1	73969	0	0.0136462	0.00669561	0.999907	0.999978	7.06964e-05	-0.0203418
38	1	77903	0	0.00669561	0.016064	0.999978	0.999871	-0.000106604	-0.00936834
38	1	78673	0	0.016064	0.0353286	0.999871	0.999376	-0.000494908	-0.0192647
38	1	81391	0	0.0353286	0.0124266	0.999376	0.999923	0.000546995	0.0477552
38	1	82894	0	0.0124266	0.00954037	0.999923	0.999954	3.17016e-05	-0.021967
38	1	96237	0	0.00954037	0.00931649	0.999954	0.999957	2.11085e-06	0.0188569
38	2	2963	0	0.00428559	0.0200526	0.999991	0.999799	-0.000191851	0.0243381
38	2	11475	0	0.0200526	0.0213731	0.999799	0.999772	-2.73517e-05	-0.0414257
38	2	17814	0	0.0213731	0.0151451	0.999772	0.999885	0.000113724	0.00622801
38	2	32077	0	0.0151451	0.0363378	0.999885	0.99934	-0.000545381	-0.0211927
38	2	34740	0	0.0363378	0.00567318	0.99934	0.999984	0.000644332	0.0306646
38	2	75485	0	0.00567318	0.0106809	0.999984	0.999943	-4.09471e-05	0.016354
38	2	76385	0	0.0106809	0.0399512	0.999943	0.999202	-0.000740735	-0.0506321
38	2	76989	0	0.0399512	0.0129052	0.999202	0.999917	0.000715034	0.0528564
38	2	83488	0	0.0129052	0.0220787	0.999917	0.999756	-0.000160449	-0.0349839
38	2	83997	0	0.0220787	0.0161368	0.999756	0.99987	0.000113543	0.00594191
39	1	3097	0	0.00931649	0.0205961	0.999957	0.999788	-0.000168688	0.0112797
39	1	8369	0	0.0205961	0.0271683	0.999788	0.999631	-0.000156944	0.00657211
39	1	15087	0	0.0271683	0.00856612	0.999631	0.999963	0.000332423	-0.0186021
39	1	61383	0	0.00856612	0.00650173	0.999963	0.999979	1.55531e-05	-0.00206439
39	1	64166	0	0.00650173	0.00395706	0.999979	0.999992	1.33072e-05	-0.00254467
39	1	69677	0	0.00395706	0.00216264	0.999992	0.999998	5.49068e-06	-0.00179442
39	1	70554	0	0.00216264	0.00870309	0.999998	0.999962	-3.55327e-05	-0.0108657
39	1	80150	0	0.00870309	0.00937235	0.999962	0.999956	-6.04858e-06	-0.000669261
39	1	96922	0	0.00937235	0.0146197	0.999956	0.999893	-6.29455e-05	-0.00524736
39	2	24809	0	0.0161368	0.0148906	0.99987	0.999889	1.93332e-05	0.0310274
39	2	30225	0	0.0148906	0.0045454	0.999889	0.99999	0.00010054	-0.0103452
39	2	30721	0	0.0045454	0.0101942	0.99999	0.999948	-4.16296e-05	-0.0147396
39	2	36309	0	0.0101942	0.0169421	0.999948	0.999856	-9.15531e-05	-0.00674794
39	2	40975	0	0.0169421	0.000720948	0.999856	1	0.000143268	0.0162212
39	2	53713	0	0.000720948	0.00481634	1	0.999988	-1.13386e-05	-0.00409539
39	2	61094	0	0.00481634	0.00675988	0.999988	0.999977	-1.12494e-05	0.0115762
39	2	62201	0	0.00675988	0.00363044	0.999977	0.999993	1.62581e-05	-0.0103903
39	2	63693	0	0.00363044	0.0188794	0.999993	0.999822	-0.000171611	-0.015249
39	2	71965	0	0.0188794	0.00945879	0.999822	0.999955	0.000133491	0.0283382
39	2	81917	0	0.00945879	0.0145067	0.999955	0.999895	-6.04855e-05	-0.0239655
39	2	86085	0	0.0145067	0.00449245	0.999895	0.99999	9.51352e-05	0.0100142
39	2	87833	0	0.00449245	0.0020164	0.99999	0.999998	8.05816e-06	0.00650885
40	1	12599	0	0.0146197	0.0161872	0.999893	0.999869	-2.41439e-05	-0.00156746
40	1	18833	0	0.0161872	0.0134946	0.999869	0.999909	3.99612e-05	0.00269259
40	1	87958	0	0.0134946	0.0359019	0.999909	0.999356	-0.000553268	-0.0224073
40	1	89200	0	0.0359019	0.0307526	0.999356	0.999527	0.000171627	0.0666545
40	1	91358	0	0.0307526	0.0105244	0.999527	0.999945	0.000417566	-0.0202282
40	2	8612	0	0.0020164	0.0149165	0.999998	0.999889	-0.000109212	-0.0169329
40	2	22606	0	0.0149165	0.02046	0.999889	0.999791	-9.80502e-05	-0.00554352
40	2	24859	0	0.02046	0.00856419	0.999791	0.999963	0.000172648	0.0118958
40	2	29214	0	0.00856419	0.0228927	0.999963	0.999738	-0.000225341	0.0314569
40	2	46774	0	0.0228927	0.00718254	0.999738	0.999974	0.000236272	-0.0300753
40	2	52935	0	0.00718254	0.00551099	0.999974	0.999985	1.06089e-05	0.0126935
40	2	56075	0	0.00551099	0.017345	0.999985	0.99985	-0.000135231	0.0118341
40	2	67333	0	0.017345	0.0010871	0.99985	0.999999	0.000149846	-0.0184322
40	2	80438	0	0.0010871	0.00488087	0.999999	0.999988	-1.13205e-05	0.00596798
40	2	85657	0	0.00488087	0.00194232	0.999988	0.999998	1.00252e-05	-0.00293856
40	2	85994	0	0.00194232	0.00197562	0.999998	0.999998	-6.52464e-08	3.33065e-05
41	1	18269	0	0.0105244	0.00116562	0.999945	0.999999	5.47033e-05	-0.00935874
41	1	23971	0	0.00116562	0.00170832	0.999999	0.999999	-7.79839e-07	-0.00287394
41	1	26306	0	0.00170832	0.00648374	0.999999	0.999979	-1.95601e-05	-0.00477542
41	1	39166	0	0.00648374	0.0178799	0.999979	0.99984	-0.000138816	-0.0113961
41	1	51425	0	0.0178799	0.0155121	0.99984	0.99988	3.95329e-05	0.033392
41	1	56889	0	0.0155121	0.00654072	0.99988	0.999979	9.89273e-05	-0.0220528
41	1	67945	0	0.00654072	0.0265553	0.999979	0.999647	-0.000331146	0.033096
41	1	74991	0	0.0265553	0.0118386	0.999647	0.99993	0.000282555	-0.0147167
41	1	87069	0	0.0118386	0.00497184	0.99993	0.999988	5.77186e-05	-0.0168105
41	2	478	0	0.00197562	0.0149946	0.999998	0.999888	-0.000110462	0.013019
41	2	23276	0	0.0149946	0.0241784	0.999888	0.999708	-0.000179862	-0.0391731
41	2	32969	0	0.0241784	0.012311	0.999708	0.999924	0.000216541	0.0364894
41	2	58363	0	0.012311	0.00190982	0.999924	0.999998	7.39591e-05	-0.0142208
41	2	60998	0	0.00190982	0.0265891	0.999998	0.999647	-0.000351604	0.0284989
41	2	62105	0	0.0265891	0.0171201	0.999647	0.999853	0.000206961	-0.00946893
41	2	63642	0	0.0171201	0.0216086	0.999853	0.999767	-8.6913e-05	-0.0387287
41	2	71011	0	0.0216086	0.0207546	0.999767	0.999785	1.80899e-05	0.0423632
41	2	75060	0	0.0207546	0.02123	0.999785	0.999775	-9.98086e-06	-0.0419846
41	2	77243	0	0.02123	0.00276735	0.999775	0.999996	0.000221553	0.0239974
41	2	77927	0	0.00276735	0.00149042	0.999996	0.999999	2.71845e-06	-0.00425777
41	2	97104	0	0.00149042	0.0103745	0.999999	0.999946	-5.2703e-05	-0.00888408
41	2	98056	0	0.0103745	0.00621028	0.999946	0.999981	3.45319e-05	0.0165848
42	1	31808	0	0.00497184	0.00257243	0.999988	0.999997	9.05094e-06	0.00754427
42	1	33942	0	0.00257243	0.0420244	0.999997	0.999117	-0.000879331	-0.0445969
42	1	35341	0	0.0420244	0.0301285	0.999117	0.999546	0.000429255	0.0118959
42	1	36174	0	0.0301285	0.0305907	0.999546	0.999532	-1.40313e-05	-0.000462173
42	1	57572	0	0.0305907	0.0353607	0.999532	0.999375	-0.000157283	-0.00477005
42	1	63725	0	0.0353607	0.0316106	0.999375	0.999501	0.000125583	0.0669713
42	1	64448	0	0.0316106	0.023884	0.999501	0.999715	0.000214415	-0.0077266
42	1	65402	0	0.023884	0.00984384	0.999715	0.999952	0.0002368	-0.0337278
42	1	76255	0	0.00984384	0.0102467	0.999952	0.999948	-4.04651e-06	0.0200905
42	1	79598	0	0.0102467	0.0166845	0.999948	0.999861	-8.66848e-05	-0.0269311
42	1	89780	0	0.0166845	0.0180378	0.999861	0.999837	-2.34945e-05	0.0347222
42	1	98740	0	0.0180378	0.00990258	0.999837	0.999951	0.000113656	-0.00813518
42	2	5350	0	0.00621028	0.0173997	0.999981	0.999849	-0.000132082	-0.0236099
42	2	14394	0	0.0173997	0.00252872	0.999849	0.999997	0.000148188	0.0199284
42	2	30702	0	0.00252872	0.00725449	0.999997	0.999974	-2.31163e-05	-0.00978321
42	2	32729	0	0.00725449	0.0236184	0.999974	0.999721	-0.000252568	-0.0163639
42	2	34649	0	0.0236184	0.0294069	0.999721	0.999568	-0.000153457	-0.00578852
42	2	52562	0	0.0294069	0.0312996	0.999568	0.99951	-5.74488e-05	-0.00189273
42	2	56306	0	0.0312996	0.0178567	0.99951	0.999841	0.000330457	0.0134429
42	2	72439	0	0.0178567	0.00716373	0.999841	0.999974	0.00013378	0.0250204
42	2	73134	0	0.00716373	0.0178032	0.999974	0.999842	-0.000132808	0.0106394
42	2	90290	0	0.0178032	0.00350649	0.999842	0.999994	0.00015234	-0.0213097
42	2	96919	0	0.00350649	0.00878895	0.999994	0.999961	-3.24746e-05	-0.00528246
42	2	97470	0	0.00878895	0.0090948	0.999961	0.999959	-2.73486e-06	-0.000305849
42	2	98180	0	0.0090948	0.003748	0.999959	0.999993	3.43346e-05	0.0128428
43	1	111	0	0.00990258	0.00241401	0.999951	0.999997	4.61179e-05	-0.00748857
43	1	10770	0	0.00241401	0.0194966	0.999997	0.99981	-0.000187128	-0.0219106
43	1	26576	0	0.0194966	0.00437832	0.99981	0.99999	0.00018049	0.0151183
43	1	28936	0	0.00437832	0.000563627	0.99999	1	9.42604e-06	0.00381469
43	1	29178	0	0.000563627	0.000679401	1	1	-7.19553e-08	-0.000115774
43	1	38978	0	0.000679401	0.0331943	1	0.999449	-0.000550548	-0.0325149
43	1	54322	0	0.0331943	0.0236118	0.999449	0.999721	0.00027221	0.0568061
43	1	63330	0	0.0236118	0.00469584	0.999721	0.999989	0.000267769	-0.0189159
43	1	66563	0	0.00469584	0.0294115	0.999989	0.999568	-0.000421405	-0.0341074
43	1	75444	0	0.0294115	0.00203223	0.999568	0.999998	0.000430547	0.0273793
43	1	79699	0	0.00203223	0.0313512	0.999998	0.999509	-0.000489263	0.0333834
43	1	84214	0	0.0313512	0.00195379	0.999509	0.999998	0.000489659	-0.0293974
43	1	90805	0	0.00195379	0.012559	0.999998	0.999921	-7.69525e-05	-0.0145128
43	2	18359	0	0.003748	0.0192112	0.999993	0.999815	-0.000177495	-0.0229592
43	2	27729	0	0.0192112	0.0325747	0.999815	0.99947	-0.000345962	0.0517859
43	2	33036	0	0.0325747	0.00485823	0.99947	0.999988	0.00051889	-0.037433
43	2	38856	0	0.00485823	0.00991746	0.999988	0.999951	-3.73761e-05	-0.00505923
43	2	43495	0	0.00991746	0.014287	0.999951	0.999898	-5.28799e-05	0.0242045
43	2	44765	0	0.014287	0.0173737	0.999898	0.999849	-4.88613e-05	0.00308664
44	1	20150	0	0.012559	0.0195942	0.999921	0.999808	-0.000113097	0.0321532
44	1	26819	0	0.0195942	0.0279283	0.999808	0.99961	-0.000198007	-0.0475225
44	1	27785	0	0.0279283	0.0272865	0.99961	0.999628	1.77182e-05	0.0552148
44	1	32428	0	0.0272865	0.0216045	0.999628	0.999767	0.000138908	-0.048891
44	1	42534	0	0.0216045	3.61514e-05	0.999767	1	0.000233404	0.0216407
44	1	71971	0	3.61514e-05	0.0021793	1	0.999998	-2.37403e-06	-0.00221546
44	1	77095	0	0.0021793	0.0108976	0.999998	0.999941	-5.7003e-05	-0.00871834
44	1	79489	0	0.0108976	0.00300692	0.999941	0.999995	5.48601e-05	0.00789073
44	2	14674	0	0.0173737	0.00582466	0.999849	0.999983	0.000133968	-0.011549
44	2	18266	0	0.00582466	0.00614766	0.999983	0.999981	-1.93357e-06	0.000323007
