cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1	dz2	dz3	dz4
5	2	14549	0	0.0296433	0.0307469	0.999561	0.999527	-3.33221e-05	-0.00622625	-0.000585983	0.0031058	0.00217319	0.000110709
5	2	17000	0	0.0307469	0.0286895	0.999527	0.999589	6.1144e-05	-0.00286973	-0.000217753	-0.00111629	-0.000909371	0.000524338
5	2	17189	0	0.0286895	0.0173109	0.999589	0.99985	0.000261746	-0.0158259	-0.00767548	-0.00934805	-0.0159643	-0.00320949
5	2	18696	0	0.0173109	0.0192959	0.99985	0.999814	-3.63321e-05	0.0142667	-0.00861451	-0.00332214	-0.0109286	-0.00165909
5	2	36393	0	0.0192959	0.0197915	0.999814	0.999804	-9.68639e-06	-0.000379338	-0.000339246	0.000747323	2.50635e-05	2.58696e-05
5	2	69393	0	0.0197915	0.0118901	0.999804	0.999929	0.000125172	0.00387279	0.00921865	-0.0012892	0.0102252	0.00487046
5	2	73437	0	0.0118901	0.017635	0.999929	0.999845	-8.48048e-05	-0.00341784	-0.00114296	0.008033	-0.00400878	-0.00197018
5	2	79464	0	0.017635	0.0235513	0.999845	0.999723	-0.000121827	-0.0122042	6.93039e-06	-0.0217483	0.0209576	0.00870488
5	2	80295	0	0.0235513	0.0226134	0.999723	0.999744	2.16493e-05	0.000479605	0.00583141	0.000623512	0.00118146	-0.00390969
5	2	85176	0	0.0226134	0.0285285	0.999744	0.999593	-0.000151244	-0.00452723	-0.00558725	0.00769628	0.00439139	-0.00453946
5	2	95251	0	0.0285285	0.0317847	0.999593	0.999495	-9.81917e-05	-0.00216217	0.00018382	0.00495751	0.00117747	-0.00398659
6	1	955	0	0.0336282	0.0206384	0.999435	0.999787	0.000352518	-0.00073948	0.00690887	-0.00743979	-0.00300637	-0.0138289
6	1	8161	0	0.0206384	0.0220727	0.999787	0.999756	-3.0631e-05	0.00618675	0.00512607	0.00593903	0.0017386	0.00099768
6	1	16267	0	0.0220727	0.0364096	0.999756	0.999337	-0.000419138	0.000678866	-0.00784714	0.0169862	0.00878169	0.00453908
6	1	18040	0	0.0364096	0.0365416	0.999337	0.999333	-4.81637e-06	0.00752457	0.0054972	-0.0100769	-0.000854823	0.00351128
6	1	22861	0	0.0365416	0.0399815	0.999333	0.999201	-0.000131607	-0.0177391	-0.0285299	-0.00630905	-0.00781521	-0.0165435
6	1	49230	0	0.0399815	0.0450972	0.999201	0.998984	-0.000217592	0.00529597	-0.00399294	-0.00550459	-0.000791722	0.00200175
