cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1
9	1	99026	0	0.023142	0.0103165	0.999732	0.999947	0.000214583	0.0181522	-0.0235141
9	2	32718	0	0.0117246	0.0219951	0.999931	0.999758	-0.000173145	-0.0028667	-0.0108805
9	2	33720	0	0.0219951	0.0258312	0.999758	0.999666	-9.17293e-05	-0.00466346	-0.00137513
9	2	34894	0	0.0258312	0.0131788	0.999666	0.999913	0.000246816	0.00334289	0.0176089
9	2	35776	0	0.0131788	0.0233322	0.999913	0.999728	-0.000185337	-0.00873151	-0.00618038
9	2	40976	0	0.0233322	0.0163256	0.999728	0.999867	0.000138942	0.00548029	0.0106088
9	2	43275	0	0.0163256	0.0143522	0.999867	0.999897	3.02697e-05	0.00200406	-0.00408396
9	2	54395	0	0.0143522	0.0267598	0.999897	0.999642	-0.000255017	-0.0125536	0.0014834
9	2	63818	0	0.0267598	0.0365369	0.999642	0.999333	-0.000309383	-0.00082763	-0.0233574
9	2	64426	0	0.0365369	0.0161259	0.999333	0.99987	0.000537595	0.0163029	0.0124373
9	2	64632	0	0.0161259	0.0157657	0.99987	0.999876	5.74267e-06	0.0183445	-0.00256672
9	2	68423	0	0.0157657	0.0220167	0.999876	0.999758	-0.000118081	0.000621397	-0.00653749
9	2	76524	0	0.0220167	0.013545	0.999758	0.999908	0.000150645	-0.0166839	0.0307572
9	2	81992	0	0.013545	0.0164926	0.999908	0.999864	-4.42681e-05	-0.00104964	0.00295396
9	2	87431	0	0.0164926	0.0226248	0.999864	0.999744	-0.00011993	-0.00468084	0.00409578
9	2	89279	0	0.0226248	0.0268038	0.999744	0.999641	-0.000103276	-0.00842944	-0.00367565
9	2	94247	0	0.0268038	0.0282522	0.999641	0.999601	-3.98718e-05	-0.00489231	-0.0101082
10	1	7269	0	0.0103165	0.0109286	0.999947	0.99994	-6.50248e-06	-0.00965567	0.00721699
10	1	8778	0	0.0109286	0.0256162	0.99994	0.999672	-0.000268342	0.0201022	-0.0206786
10	1	17116	0	0.0256162	0.0111712	0.999672	0.999938	0.000265733	-0.00491963	0.0136066
10	1	39873	0	0.0111712	0.00864139	0.999938	0.999963	2.50616e-05	0.000413428	0.0171092
10	1	90565	0	0.00864139	0.0148376	0.999963	0.99989	-7.27377e-05	0.00107705	0.00651642
10	1	91215	0	0.0148376	0.00886561	0.99989	0.999961	7.07801e-05	-0.0005172	-0.00666909
10	1	93146	0	0.00886561	0.0117923	0.999961	0.99993	-3.02289e-05	-0.00653277	0.00494159
10	1	95194	0	0.0117923	0.023178	0.99993	0.999731	-0.000199062	-0.0128636	-0.0304338
10	1	96588	0	0.023178	0.021266	0.999731	0.999774	4.24898e-05	-0.00748402	0.0171925
10	2	11129	0	0.0282522	0.0104757	0.999601	0.999945	0.000344283	0.0204115	-0.0105637
10	2	17222	0	0.0104757	0.0247262	0.999945	0.999694	-0.00025079	-0.0158237	-0.000639869
10	2	18919	0	0.0247262	0.0225777	0.999694	0.999745	5.08167e-05	0.0187492	-0.0142696
10	2	18966	0	0.0225777	0.0154438	0.999745	0.999881	0.00013563	-0.0053638	0.0103755
10	2	32617	0	0.0154438	0.0235636	0.999881	0.999722	-0.000158353	0.0124279	-0.0117404
10	2	40118	0	0.0235636	0.0151906	0.999722	0.999885	0.000162258	-0.00522711	0.00852951
10	2	42370	0	0.0151906	0.00151762	0.999885	0.999999	0.000114232	0.0017701	0.0138747
10	2	65076	0	0.00151762	0.00364366	0.999999	0.999993	-5.48652e-06	-0.00137707	0.00371034
10	2	86072	0	0.00364366	0.0212603	0.999993	0.999774	-0.000219338	0.010628	-0.022306
11	1	5365	0	0.021266	0.0166622	0.999774	0.999861	8.73121e-05	0.00675627	-0.00680093
11	1	6511	0	0.0166622	0.0137228	0.999861	0.999906	4.46573e-05	0.0136641	-0.00541788
