cycle	pop	tcycle	o	zb	za	wb	wa	s	dz0	dz1	dz2	dz3	dz4
63	2	54914	0	0.0481926	0.054021	0.998839	0.998542	-0.000297826	-0.0756853	-0.00222049	0.0251485	-0.0306377	0.0187701
64	2	16911	0	0.054021	0.0479787	0.998542	0.99885	0.000308202	0.0580084	0.0080038	-0.0326519	0.00189979	-0.00951086
65	1	72460	0	0.0510771	0.0315626	0.998696	0.999502	0.000806662	-0.0170578	-0.020262	0.0524104	-0.00913177	0.0510517
65	2	41232	0	0.0479787	0.0665169	0.99885	0.99779	-0.00106071	0.0290756	-0.00595346	0.0872425	0.032255	0.0316457
65	2	50496	0	0.0665169	0.0377697	0.99779	0.999287	0.0015001	-0.0637204	-0.0165639	-0.025825	-0.0148345	-0.0079776
67	2	20891	0	0.0377697	0.0355695	0.999287	0.999368	8.06838e-05	0.00152298	0.0337034	-0.00826519	0.00778693	-0.0114556
69	1	35297	0	0.0315626	0.0126991	0.999502	0.999919	0.000417552	0.0140469	0.00569191	-0.0261803	0.0118836	-0.0137599
69	2	39996	0	0.0355695	0.0231548	0.999368	0.999732	0.000364589	0.0189041	-0.0187061	-0.00597909	0.016181	-0.00236699
72	1	53777	0	0.0126991	0.035413	0.999919	0.999373	-0.000546255	0.00431808	0.0211074	-0.0194096	-0.0130228	0.0244321
78	1	45002	0	0.035413	0.0359314	0.999373	0.999355	-1.84948e-05	-8.19505e-05	-0.00699351	0.0464646	-0.013239	-0.0256741
81	2	93636	0	0.0231548	0.0249329	0.999732	0.999689	-4.27516e-05	-0.0041102	-0.0155824	-0.00437804	-0.0100485	-0.0110358
84	2	29266	0	0.0249329	0.0336154	0.999689	0.999435	-0.00025414	0.00436853	0.00834091	0.0188559	0.00923995	0.00417773
84	2	44123	0	0.0336154	0.0426455	0.999435	0.999091	-0.000344263	-0.00925302	0.00576388	-0.000305543	0.00415468	0.0353541
85	2	6113	0	0.0426455	0.0500158	0.999091	0.99875	-0.000341413	0.0424296	-0.00708937	-0.0233798	-0.0624287	-0.015736
85	2	74934	0	0.0500158	0.0257009	0.99875	0.99967	0.000920946	-0.0338572	0.0181371	0.00468027	0.0415984	0.0138519
86	2	22830	0	0.0257009	0.0434707	0.99967	0.999056	-0.000614394	-0.0292747	-0.0262599	-0.00154021	0.0164268	-0.00754761
86	2	83031	0	0.0434707	0.0352412	0.999056	0.999379	0.000323934	0.0186155	0.00327411	0.0110595	-0.00291777	-0.0345009
87	1	53653	0	0.0359314	0.0401093	0.999355	0.999196	-0.000158832	0.0151134	-0.00489471	0.000685569	0.0253198	0.0199281
89	2	68435	0	0.0352412	0.0451255	0.999379	0.998982	-0.000397108	-0.0137474	0.011349	0.0048827	-0.041372	0.00870956
90	2	89535	0	0.0451255	0.040299	0.998982	0.999188	0.000206175	0.0127357	-0.0173498	-0.0065998	-0.00275716	0.0220295
93	2	93312	0	0.040299	0.0423259	0.999188	0.999105	-8.37359e-05	-2.95619e-05	0.000220074	0.00192236	0.0552458	0.00767688
96	1	4610	0	0.0401093	0.0422861	0.999196	0.999106	-8.9673e-05	-0.0213459	-0.022888	-0.0133078	-0.0364726	-0.0198832
96	2	50499	0	0.0423259	0.0459229	0.999105	0.998946	-0.0001587	0.0240964	0.00648971	-0.0221517	-0.0629087	-0.0420451
97	1	95833	0	0.0422861	0.0439396	0.999106	0.999035	-7.1286e-05	0.0229419	0.0309234	-0.0141247	0.0147913	0.0318187
97	2	49650	0	0.0459229	0.0499431	0.998946	0.998754	-0.000192685	-0.0331604	0.0401338	-0.000398678	0.0516108	-0.000991832
97	2	55733	0	0.0499431	0.0428566	0.998754	0.999082	0.000328867	0.0246226	-0.0468136	0.0323434	-0.0430232	0.0117794
98	2	41958	0	0.0428566	0.0481686	0.999082	0.998841	-0.00024173	-0.0108251	0.0369736	-0.0510861	-0.00483373	0.00762248
98	2	68277	0	0.0481686	0.0181778	0.998841	0.999835	0.000995384	0.0197004	-0.0256384	0.0314386	0.0290379	-0.00811739
